,seller_state_,review_score_mean,ticket_medio,products_by_orders,dias_na_base,perc_atividade,inativo
2086,21,5.0,88.81,1.0,1,100.0,1
2087,18,5.0,329.86,1.0,81,2.47,1
2088,21,5.0,85.27,1.0,1,100.0,1
2089,21,5.0,103.7,2.0,1,100.0,0
2090,19,4.352941176470588,94.5,1.06,157,10.19,1
2091,21,4.0,21.28,1.0,1,100.0,0
2092,14,5.0,475.34,2.0,1,100.0,1
2093,21,3.88,73.87,1.47,140,11.43,0
2094,21,4.875,97.02,1.14,34,17.65,0
2095,21,4.5476190476190474,232.91,1.38,511,10.96,0
2096,14,4.7272727272727275,77.24,1.22,281,3.2,1
2097,21,4.357142857142857,122.17,1.0,309,4.21,1
2098,21,4.0,143.25,1.0,1,100.0,1
2099,15,4.2368421052631575,145.39,1.27,168,16.07,0
2100,21,4.833333333333333,70.98,1.2,63,7.94,1
2101,21,4.201183431952662,34.52,1.09,599,21.54,0
2102,21,5.0,318.3,1.0,1,100.0,0
2103,15,5.0,35.42,1.0,1,100.0,1
2104,19,4.6,118.01,1.0,272,1.84,1
2105,19,3.0,370.69,1.0,1,100.0,1
2106,21,4.5,116.48,1.33,66,4.55,1
2107,21,2.909090909090909,198.45,1.57,392,1.79,0
2108,21,4.7272727272727275,318.67,1.38,136,5.15,0
2109,21,4.545454545454546,181.12,1.38,33,18.18,0
2110,21,4.027777777777778,1536.3,1.09,178,16.29,0
2111,21,4.269230769230769,114.91,1.08,326,6.44,1
2112,21,4.071428571428571,157.39,1.08,256,9.77,0
2113,19,4.444444444444445,173.41,1.0,99,9.09,0
2114,15,4.384615384615385,611.18,1.08,255,4.31,0
2115,7,3.0,106.35,1.0,1,100.0,1
2116,21,3.4444444444444446,70.86,1.0,174,5.17,0
2117,14,4.25,104.92,1.0,195,2.05,1
2118,21,3.5714285714285716,72.2,1.17,73,8.22,0
2119,19,4.361702127659575,391.87,1.07,328,12.2,0
2120,14,3.3333333333333335,101.78,1.5,45,4.44,1
2121,14,4.0,131.27,1.0,69,2.9,0
2122,14,4.128205128205129,195.58,1.15,371,8.89,0
2123,7,4.118421052631579,215.3,1.23,568,9.86,0
2124,15,4.315789473684211,676.12,1.03,223,13.45,0
2125,21,4.0,109.88,1.0,438,0.91,1
2126,14,4.2727272727272725,180.33,1.1,265,3.77,0
2127,21,5.0,190.72,1.0,89,3.37,1
2128,21,4.214285714285714,119.85,1.0,128,10.94,0
2129,21,5.0,198.69,1.0,1,100.0,0
2130,3,5.0,191.24,1.0,54,3.7,0
2131,21,4.49438202247191,90.33,1.07,117,42.74,0
2132,21,4.266666666666667,63.96,1.0,199,7.54,0
2133,15,4.25,114.21,1.0,199,4.02,0
2134,7,4.2,166.44,1.0,33,15.15,1
2135,21,3.7142857142857144,169.73,1.17,159,3.77,0
2136,21,5.0,176.63,1.0,17,11.76,0
2137,19,5.0,97.66,1.0,1,100.0,0
2138,21,4.4222222222222225,1197.99,1.18,172,20.93,0
2139,19,4.5,55.74,1.0,34,17.65,1
2140,15,5.0,289.04,1.0,1,100.0,1
2141,21,5.0,93.13,1.0,1,100.0,0
2142,19,4.0,1677.69,3.0,1,100.0,0
2143,21,4.324324324324325,182.36,1.0,263,13.31,1
2144,21,5.0,50.1,1.0,1,100.0,1
2145,21,5.0,55.72,1.0,1,100.0,1
2146,7,3.7777777777777777,203.27,1.0,53,16.98,1
2147,21,2.760869565217391,227.38,2.56,568,3.17,0
2148,21,4.833333333333333,180.67,1.2,74,6.76,0
2149,21,2.3333333333333335,158.7,1.5,8,25.0,1
2150,21,4.052631578947368,217.16,1.19,482,3.32,0
2151,15,5.0,664.25,1.0,30,6.67,1
2152,15,4.5,304.76,1.0,194,5.15,1
2153,19,5.0,26.31,1.0,7,28.57,0
2154,21,4.294117647058823,707.58,1.0,294,4.76,0
2155,7,3.875,222.12,1.14,242,12.4,1
2156,5,5.0,139.53,1.0,1,100.0,1
2157,21,3.071428571428571,158.64,1.25,428,15.42,0
2158,21,4.823529411764706,117.48,1.42,510,2.35,0
2159,21,3.0,67.79,1.0,4,50.0,0
2160,21,5.0,177.7,1.0,106,1.89,0
2161,14,5.0,105.34,1.0,1,100.0,0
2162,2,4.5,615.88,1.0,504,2.78,0
2163,21,4.416666666666667,142.45,1.09,158,6.96,0
2164,21,4.666666666666667,170.86,1.33,274,6.57,1
2165,21,3.8181818181818183,266.81,1.0,361,3.05,0
2166,21,4.666666666666667,160.95,1.0,16,18.75,1
2167,21,4.0,164.56,1.0,57,3.51,0
2168,21,3.5454545454545454,79.83,1.05,210,9.05,0
2169,21,4.153846153846154,398.95,2.17,329,1.82,1
2170,21,2.0,30.82,1.0,1,100.0,0
2171,21,4.0,33.64,1.0,82,6.1,0
2172,21,2.3333333333333335,82.07,1.0,34,8.82,1
2173,21,4.533333333333333,119.57,1.02,320,12.5,0
2174,14,2.5,39.46,1.0,1,100.0,1
2175,21,4.1875,283.77,1.14,82,12.2,0
2176,3,4.208791208791209,126.37,1.05,520,15.19,0
2177,21,4.5,58.26,1.0,15,26.67,0
2178,21,4.9,81.57,1.25,297,2.36,0
2179,21,4.0,56.67,1.0,147,8.16,0
2180,21,3.8461538461538463,75.15,1.08,221,4.98,0
2181,21,4.113636363636363,136.66,1.03,397,18.14,0
2182,19,5.0,42.19,1.0,1,100.0,0
2183,15,4.571428571428571,144.8,1.0,132,4.55,0
2184,21,4.54,244.94,1.42,473,7.61,0
2185,21,1.0,46.73,1.0,1,100.0,1
2186,21,4.0,76.96,2.0,1,100.0,1
2187,21,4.125,160.84,1.52,545,3.85,0
2188,3,3.5,356.45,2.0,181,3.31,0
2189,21,3.8,84.89,1.0,28,14.29,1
2190,21,5.0,69.57,1.4,29,17.24,1
2191,21,3.0,78.76,1.0,65,3.08,1
2192,14,2.75,825.87,2.67,44,6.82,0
2193,7,5.0,125.64,1.0,1,100.0,1
2194,14,5.0,83.26,1.0,1,100.0,0
2195,21,3.7333333333333334,56.41,1.0,223,6.73,1
2196,19,4.6,446.02,1.0,216,2.31,1
2197,21,3.9411764705882355,92.86,1.06,87,40.23,0
2198,21,4.5,165.69,1.0,44,4.55,0
2199,21,4.666666666666667,2092.38,1.5,120,1.67,1
2200,21,5.0,27.86,1.0,1,100.0,1
2201,21,4.428571428571429,42.47,1.0,56,42.86,0
2202,21,3.6666666666666665,77.62,1.5,37,5.41,1
2203,14,4.368421052631579,123.74,1.05,378,4.76,1
2204,21,4.4186046511627906,172.4,1.23,346,8.96,1
2205,21,3.7435897435897436,77.01,1.11,70,28.57,1
2206,21,4.5,166.36,1.0,8,37.5,1
2207,21,4.355371900826447,195.07,1.08,513,19.3,0
2208,15,5.0,314.6,1.5,72,5.56,1
2209,21,4.0,48.55,1.0,55,9.09,0
2210,21,4.434146341463415,161.17,1.05,313,44.09,0
2211,14,5.0,2717.55,3.0,1,100.0,1
2212,21,1.0,2455.12,1.0,1,100.0,0
2213,21,4.777777777777778,152.97,1.0,224,4.02,0
2214,21,4.170212765957447,87.75,1.12,181,20.44,0
2215,15,4.0,557.72,1.0,1,100.0,0
2216,14,5.0,171.13,1.0,402,1.74,1
2217,15,5.0,109.4,1.33,174,1.72,1
2218,21,4.357142857142857,149.38,1.0,539,5.01,0
2219,15,5.0,143.98,1.0,1,100.0,0
2220,19,3.8,111.74,1.25,73,5.48,0
2221,19,5.0,37.56,1.0,1,100.0,0
2222,21,5.0,49.04,1.0,1,100.0,1
2223,21,5.0,95.65,1.0,1,100.0,0
2224,21,3.6,56.12,1.0,34,17.65,1
2225,21,4.2,229.27,1.67,49,6.12,1
2226,21,3.8823529411764706,313.1,1.0,105,12.38,0
2227,21,3.0,451.28,1.0,1,100.0,1
2228,21,3.5,41.76,1.0,50,4.0,1
2229,21,2.5,34.34,1.0,4,50.0,0
2230,21,4.5,159.39,1.43,108,6.48,1
2231,21,4.0,25.78,1.0,123,1.63,1
2232,15,5.0,24.0,1.0,1,100.0,1
2233,21,4.333333333333333,143.24,1.0,23,13.04,0
2234,21,1.0,65.14,1.0,1,100.0,1
2235,21,1.0,19.89,1.0,1,100.0,0
2236,19,4.625,425.18,2.0,200,4.0,1
2237,21,4.5,730.56,2.0,159,1.26,0
2238,15,4.0,257.45,1.0,1,100.0,1
2239,21,3.5555555555555554,54.58,1.0,137,6.57,1
2240,15,2.7222222222222223,1201.3,1.38,361,3.32,0
2241,15,5.0,48.74,1.0,38,7.89,1
2242,21,3.6,103.1,1.07,177,7.91,1
2243,14,4.0,344.67,2.0,1,100.0,1
2244,21,4.0,47.68,1.0,1,100.0,1
2245,21,4.666666666666667,226.34,1.15,340,3.82,0
2246,21,3.8688524590163937,136.22,1.02,266,31.2,0
2247,21,5.0,256.54,1.0,70,2.86,1
2248,21,2.3333333333333335,109.71,1.5,34,5.88,0
2249,19,3.7142857142857144,217.67,1.17,106,63.21,0
2250,19,4.3,92.79,1.25,161,4.97,0
2251,18,5.0,106.28,1.0,15,13.33,1
2252,15,4.454545454545454,101.65,1.22,349,4.87,0
2253,21,4.25,678.1,1.0,234,3.42,0
2254,21,2.0,218.95,1.0,1,100.0,0
2255,21,3.75,254.97,1.33,242,4.55,0
2256,21,4.04382470119522,199.85,1.11,467,33.19,0
2257,21,5.0,15239.92,5.5,25,8.0,1
2258,15,4.5,82.75,1.0,30,6.67,0
2259,21,4.777777777777778,106.73,1.5,14,42.86,0
2260,21,4.230769230769231,1421.44,1.08,146,8.22,0
2261,14,4.462962962962963,215.68,1.17,578,35.99,0
2262,21,4.461538461538462,151.35,1.0,84,15.48,0
2263,21,5.0,30.13,1.0,1,100.0,0
2264,21,3.0,1236.04,1.5,11,18.18,1
2265,14,5.0,171.64,1.0,130,2.31,0
2266,14,5.0,52.86,1.0,412,1.46,0
2267,21,4.0,170.82,1.57,98,5.1,1
2268,21,3.875,134.22,1.14,134,5.22,1
2269,21,3.3,524.97,2.5,83,4.82,1
2270,21,4.333333333333333,1485.94,1.0,165,2.42,0
2271,21,3.9411764705882355,708.14,1.0,67,20.9,0
2272,21,4.166666666666667,582.94,1.2,3,66.67,1
2273,2,4.0,103.32,1.09,208,5.29,0
2274,14,3.5,152.4,1.07,385,3.9,0
2275,21,3.7777777777777777,517.6,1.0,92,8.7,1
2276,21,4.3076923076923075,904.29,1.08,119,10.08,0
2277,21,4.142857142857143,123.4,1.17,123,4.88,0
2278,7,5.0,1361.92,2.0,1,100.0,0
2279,20,3.2,163.14,1.0,539,0.93,0
2280,21,4.875,195.88,1.14,124,5.65,0
2281,21,4.125,77.93,1.33,12,41.67,0
2282,18,4.666666666666667,112.39,1.0,56,5.36,0
2283,14,4.454545454545454,185.95,1.1,130,6.92,0
2284,21,4.0,239.57,1.09,65,15.38,0
2285,21,3.317073170731707,321.72,1.05,207,15.94,0
2286,21,4.0,332.25,1.0,1,100.0,0
2287,7,4.111111111111111,125.54,1.12,53,15.09,1
2288,21,3.6666666666666665,90.86,1.5,32,6.25,0
2289,18,3.096774193548387,570.5,2.07,268,5.6,0
2290,18,3.9,403.13,1.11,83,9.64,1
2291,21,4.568181818181818,313.47,1.0,222,18.47,0
2292,18,3.5625,224.42,1.21,30,40.0,0
2293,21,4.54,142.87,1.13,500,8.4,0
2294,21,2.6,200.18,1.5,260,3.85,1
2295,21,4.383333333333334,266.78,1.02,408,12.01,0
2296,21,4.090909090909091,56.16,1.83,25,20.0,0
2297,21,4.335243553008596,246.89,1.35,146,71.92,0
2298,21,3.75,140.28,1.0,61,6.56,1
2299,21,5.0,50.23,1.0,1,100.0,1
2300,2,5.0,72.52,1.0,1,100.0,1
2301,1,4.454545454545454,1017.71,1.05,101,18.81,0
2302,19,4.0,217.16,1.12,551,4.17,0
2303,2,5.0,259.59,1.0,1,100.0,1
2304,19,5.0,55.79,1.0,1,100.0,1
2305,21,3.5,184.88,1.0,33,6.06,1
2306,14,4.857142857142857,499.95,2.33,17,11.76,1
2307,21,4.375,96.54,1.0,199,7.54,0
2308,19,4.222222222222222,124.49,1.12,309,2.59,0
2309,21,1.0,1511.86,1.0,1,100.0,1
2310,19,2.25,41.29,1.0,10,40.0,0
2311,21,4.666666666666667,164.11,1.5,63,3.17,1
2312,21,3.2857142857142856,173.35,1.56,193,4.66,0
2313,18,4.5,485.64,1.0,86,2.33,0
2314,5,5.0,185.88,1.0,1,100.0,1
2315,21,4.093150684931507,157.93,1.06,366,44.81,0
2316,14,3.9285714285714284,865.42,1.56,252,3.57,0
2317,21,4.029411764705882,273.79,1.4,219,10.96,1
2318,21,4.428571428571429,50.07,1.0,74,17.57,1
2319,7,4.032258064516129,90.79,1.13,327,8.56,0
2320,7,4.045454545454546,405.2,1.1,330,11.52,1
2321,14,4.590163934426229,212.06,1.05,387,13.44,0
2322,21,4.714285714285714,288.31,1.75,42,9.52,1
2323,21,5.0,93.53,1.0,1,100.0,0
2324,21,5.0,96.1,1.0,1,100.0,1
2325,14,3.909090909090909,150.24,1.22,248,3.63,1
2326,21,1.0,148.68,1.0,1,100.0,1
2327,15,4.0,69.58,1.07,426,3.29,0
2328,21,4.089887640449438,166.8,1.07,402,17.66,0
2329,21,3.9722222222222223,176.08,1.2,223,11.66,0
2330,19,5.0,598.04,1.86,61,8.2,0
2331,21,4.666666666666667,127.98,1.12,72,11.11,0
2332,21,4.857142857142857,181.07,1.0,117,5.13,1
2333,15,5.0,68.32,1.0,1,100.0,1
2334,18,1.0,106.78,1.0,1,100.0,0
2335,21,3.5833333333333335,43.23,1.5,108,7.41,1
2336,3,3.5555555555555554,422.13,1.0,6,66.67,1
2337,21,4.38,134.88,1.25,28,71.43,0
2338,21,4.13986013986014,125.02,1.13,446,23.54,0
2339,7,5.0,43.31,1.0,1,100.0,1
2340,18,4.75,80.0,1.0,230,1.74,0
2341,21,3.820143884892086,603.3,2.04,559,12.16,0
2342,21,4.466666666666667,153.63,1.07,39,30.77,0
2343,19,1.0,97.71,1.0,1,100.0,1
2344,14,4.8,330.1,1.67,113,5.31,1
2345,21,4.0,54.33,1.33,14,35.71,1
2346,21,4.6923076923076925,94.82,1.08,134,8.96,0
2347,21,4.352112676056338,72.84,1.08,581,28.92,0
2348,21,3.4565217391304346,90.36,1.27,484,13.43,0
2349,19,5.0,94.6,1.5,122,1.64,1
2350,21,4.818181818181818,118.3,1.1,265,3.77,0
2351,14,4.5588235294117645,172.21,1.3,164,16.46,0
2352,21,5.0,60.19,1.0,1,100.0,1
2353,7,5.0,37.51,1.0,1,100.0,0
2354,21,4.5,253.72,1.0,12,16.67,1
2355,21,5.0,49.12,1.0,1,100.0,1
2356,21,3.0,132.76,1.0,17,11.76,1
2357,21,4.214285714285714,85.82,1.19,441,10.2,1
2358,21,3.272727272727273,422.79,1.0,221,4.07,0
2359,19,1.0,2161.12,2.0,1,100.0,1
2360,21,3.5,218.67,1.18,137,8.03,1
2361,14,4.0,34.76,1.0,20,15.0,0
2362,4,3.8181818181818183,102.74,1.0,112,8.93,0
2363,15,4.0,1789.02,1.0,1,100.0,0
2364,7,4.294117647058823,165.4,1.03,566,10.95,0
2365,21,4.0,77.34,1.0,127,7.87,1
2366,21,4.0,208.16,1.0,1,100.0,1
2367,21,4.12041884816754,94.18,1.24,555,24.68,0
2368,21,4.4,181.54,1.0,111,9.01,0
2369,21,1.0,20.19,1.0,1,100.0,0
2370,14,4.705882352941177,263.46,1.26,476,5.67,0
2371,21,4.125273522975929,84.76,1.11,574,84.15,0
2372,7,4.473684210526316,299.35,1.15,109,26.61,0
2373,21,4.0476190476190474,195.82,1.15,107,35.51,0
2374,14,4.0,254.32,1.0,5,40.0,1
2375,21,3.841121495327103,153.81,1.27,590,56.44,0
2376,14,3.6666666666666665,77.32,1.0,85,3.53,1
2377,19,4.529411764705882,1065.48,1.42,167,6.59,1
2378,19,4.0,596.56,1.0,1,100.0,0
2379,14,4.3264248704663215,455.61,1.05,592,24.66,0
2380,21,4.457142857142857,63.98,1.15,182,28.57,1
2381,21,4.407407407407407,127.61,1.04,359,7.24,0
2382,21,3.767857142857143,120.12,1.3,556,7.19,0
2383,15,4.0,625.33,1.0,1,100.0,0
2384,21,5.0,98.56,1.0,1,100.0,0
2385,21,4.0,73.35,1.08,53,20.75,0
2386,21,3.0,101.58,1.0,3,66.67,1
2387,21,3.985611510791367,188.48,1.15,349,25.5,1
2388,15,4.5,165.73,1.03,276,10.51,0
2389,7,3.8,522.51,1.0,382,1.31,0
2390,21,3.9444444444444446,106.05,1.06,152,9.87,0
2391,21,4.857142857142857,262.55,1.75,74,5.41,0
2392,19,4.268656716417911,252.09,1.05,383,14.1,0
2393,21,4.114503816793894,476.96,1.31,554,16.06,0
2394,21,3.0,63.52,1.0,1,100.0,1
2395,15,5.0,174.21,1.0,1,100.0,0
2396,21,5.0,31.69,1.0,1,100.0,0
2397,21,4.636363636363637,93.69,1.57,95,13.68,0
2398,14,4.523809523809524,291.89,1.11,147,10.88,0
2399,7,3.869565217391304,227.26,1.18,372,18.01,0
2400,21,4.172413793103448,144.09,1.21,140,15.71,0
2401,21,4.205882352941177,318.59,1.05,210,60.0,0
2402,19,1.0,76.5,1.0,1,100.0,0
2403,21,3.761904761904762,222.01,1.08,383,9.66,0
2404,15,5.0,79.4,1.2,53,9.43,0
2405,21,3.9444444444444446,158.43,1.12,512,2.93,0
2406,21,4.75,394.64,1.33,93,3.23,0
2407,21,2.5,1671.93,1.0,99,6.06,1
2408,7,3.65,728.62,1.33,310,4.84,0
2409,21,4.055837563451777,190.87,1.38,556,20.86,0
2410,7,4.571428571428571,432.71,1.17,57,19.3,0
2411,21,4.12,188.9,1.25,178,11.24,0
2412,1,4.62962962962963,740.33,1.59,566,3.0,0
2413,15,3.7875,203.34,1.05,484,13.43,0
2414,21,4.529411764705882,155.38,1.0,147,9.52,0
2415,11,4.133333333333334,164.33,1.88,49,16.33,0
2416,21,3.2222222222222223,110.55,1.0,30,30.0,1
2417,21,4.122641509433962,121.65,1.41,475,14.95,1
2418,21,4.814285714285714,124.87,1.06,25,96.0,0
2419,21,5.0,118.12,1.0,8,37.5,0
2420,21,4.111111111111111,124.66,1.0,85,9.41,1
2421,18,4.2727272727272725,315.57,1.0,14,57.14,0
2422,7,3.0,72.96,1.0,1,100.0,1
2423,21,4.714285714285714,131.82,1.17,98,6.12,0
2424,14,1.0,254.01,1.0,1,100.0,1
2425,14,4.0,136.04,1.0,1,100.0,1
2426,21,4.642857142857143,341.27,1.08,436,8.26,0
2427,7,4.181818181818182,138.55,1.0,315,3.49,0
2428,21,3.8410852713178296,201.8,1.21,549,29.87,0
2429,18,4.333333333333333,129.83,1.0,122,9.02,0
2430,14,4.529411764705882,97.94,1.21,153,17.65,0
2431,21,3.669724770642202,100.52,1.28,520,14.81,0
2432,14,4.410256410256411,822.98,1.0,317,11.67,0
2433,21,3.636764705882353,121.75,1.34,558,55.2,0
2434,7,5.0,305.69,1.0,1,100.0,1
2435,19,4.545454545454546,280.01,1.29,157,10.83,0
2436,21,5.0,444.07,1.0,1,100.0,0
2437,21,4.5,88.71,1.0,22,9.09,0
2438,21,4.0,61.94,1.0,1,100.0,0
2439,21,3.2222222222222223,100.87,1.0,123,7.32,0
2440,14,3.0,98.2,1.0,9,22.22,1
2441,1,3.625,175.39,1.14,225,6.22,1
2442,21,4.777777777777778,86.26,1.29,93,7.53,1
2443,21,3.357142857142857,408.69,1.4,259,3.86,1
2444,15,4.388888888888888,122.47,1.12,311,5.47,1
2445,3,3.9523809523809526,105.09,1.05,402,4.73,0
2446,21,5.0,339.86,1.0,1,100.0,1
2447,7,3.875,206.75,1.14,572,4.55,0
2448,21,5.0,83.5,1.0,16,12.5,0
2449,21,4.0,340.82,1.11,163,5.52,0
2450,14,5.0,201.34,1.0,1,100.0,0
2451,21,3.3684210526315788,123.54,1.15,299,9.36,0
2452,2,2.0,62.11,1.0,1,100.0,0
2453,21,4.916666666666667,144.57,1.09,19,31.58,0
2454,21,1.6666666666666667,290.38,3.0,1,100.0,1
2455,21,4.647058823529412,76.58,1.17,320,8.75,0
2456,14,4.454545454545454,56.85,1.0,224,4.91,1
2457,21,4.842105263157895,58.74,1.12,251,5.98,0
2458,21,4.3,172.69,1.09,93,9.68,0
2459,21,4.263888888888889,219.32,1.06,570,10.88,0
2460,21,4.32,671.07,1.39,339,5.01,0
2461,19,5.0,138.78,2.0,29,6.9,1
2462,7,4.666666666666667,260.74,1.0,86,3.49,0
2463,21,4.71830985915493,110.7,1.12,164,31.1,0
2464,21,4.415384615384616,71.5,1.07,346,16.18,0
2465,21,3.5,42.1,1.0,131,1.53,1
2466,21,4.428571428571429,44.24,1.0,54,11.11,0
2467,5,5.0,107.3,1.0,1,100.0,0
2468,21,3.5714285714285716,299.35,1.0,108,6.48,1
2469,21,3.9166666666666665,138.27,1.12,475,6.11,0
2470,7,3.111111111111111,212.88,1.8,75,6.67,1
2471,14,4.357142857142858,375.66,1.26,460,5.0,0
2472,21,4.0,2883.3,1.0,191,1.05,1
2473,21,5.0,56.6,1.0,1,100.0,0
2474,21,4.389830508474576,341.38,1.04,254,19.69,0
2475,15,4.5625,72.77,1.0,61,21.31,0
2476,7,4.533333333333333,161.4,1.18,129,24.81,1
2477,21,3.943820224719101,88.83,1.13,297,23.57,0
2478,21,4.428571428571429,211.03,1.17,163,6.13,0
2479,21,4.169811320754717,211.8,1.21,163,38.65,0
2480,21,4.833333333333333,1067.39,1.0,378,1.59,1
2481,21,5.0,86.15,1.0,1,100.0,1
2482,21,3.571428571428571,522.97,1.3,200,8.5,1
2483,7,4.333333333333333,106.43,1.0,112,2.68,1
2484,14,3.7,82.86,1.0,110,9.09,0
2485,21,5.0,1556.7,1.0,1,100.0,1
2486,15,4.0,160.52,1.0,53,9.43,0
2487,21,4.333333333333333,69.97,1.5,2,100.0,1
2488,21,3.6666666666666665,94.07,1.0,91,3.3,1
2489,21,4.0,108.72,1.0,1,100.0,0
2490,15,5.0,47.14,1.0,1,100.0,0
2491,21,5.0,63.29,1.0,1,100.0,1
2492,5,5.0,169.01,1.0,1,100.0,1
2493,21,5.0,149.04,1.0,1,100.0,0
2494,14,4.521739130434782,82.78,1.05,106,18.87,0
2495,14,3.0,868.64,3.17,70,8.57,0
2496,21,3.5,48.23,1.0,148,2.7,0
2497,21,1.5,114.95,1.0,10,20.0,1
2498,21,4.666666666666667,172.3,1.0,18,16.67,0
2499,21,4.141831238779174,97.56,1.07,564,46.1,0
2500,7,4.585365853658536,229.74,1.06,128,44.53,0
2501,14,4.266666666666667,329.72,1.25,411,2.92,1
2502,21,4.0,109.82,1.0,238,12.61,0
2503,21,5.0,34.0,1.0,1,100.0,1
2504,21,4.2272727272727275,76.17,1.16,142,12.68,1
2505,7,4.100917431192661,206.55,1.12,383,21.93,0
2506,14,4.777777777777778,107.22,1.12,107,7.48,1
2507,21,4.064516129032258,86.1,1.14,279,9.68,0
2508,18,4.235602094240838,74.06,1.14,587,23.68,0
2509,21,4.666666666666667,56.4,1.25,188,24.47,0
2510,14,3.0,79.08,1.0,1,100.0,0
2511,21,4.82258064516129,175.16,1.15,113,33.63,0
2512,21,5.0,205.65,1.0,1,100.0,1
2513,21,3.6666666666666665,154.52,1.0,117,2.56,1
2514,21,5.0,248.27,1.0,90,3.33,0
2515,21,3.6666666666666665,142.78,1.5,125,3.2,0
2516,21,3.1538461538461537,109.38,1.18,150,7.33,0
2517,21,4.166666666666667,686.66,1.33,289,2.77,0
2518,21,4.8,289.42,1.25,87,4.6,1
2519,18,4.333333333333333,333.2,3.0,9,22.22,1
2520,21,1.0,103.37,1.0,1,100.0,1
2521,21,5.0,61.04,1.0,1,100.0,1
2522,15,4.769230769230769,92.95,1.08,89,13.48,0
2523,21,4.555555555555555,110.22,1.06,121,13.22,0
2524,21,4.075151515151515,210.6,1.26,570,76.84,0
2525,21,4.666666666666667,196.72,1.12,56,14.29,1
2526,7,4.2727272727272725,68.51,1.16,338,10.65,0
2527,19,3.625,145.57,1.0,68,13.24,0
2528,14,4.666666666666667,41.24,1.0,37,8.11,1
2529,21,3.8043478260869565,214.97,1.02,119,30.25,0
2530,21,4.156462585034014,48.68,1.09,534,21.72,0
2531,15,4.5625,83.94,1.0,107,13.08,1
2532,21,5.0,148.15,1.0,1,100.0,1
2533,21,5.0,120.78,1.0,1,100.0,0
2534,21,4.233870967741935,99.86,1.15,532,18.61,0
2535,14,4.333333333333333,137.2,1.5,317,1.26,0
2536,7,4.198257080610022,122.5,1.17,502,46.81,0
2537,21,4.0,218.13,1.0,1,100.0,1
2538,21,4.548387096774194,103.99,1.46,272,22.79,0
2539,2,4.375,510.92,1.0,112,13.39,0
2540,7,4.0,429.53,1.0,61,4.92,0
2541,14,1.0,296.1,1.0,1,100.0,1
2542,18,4.083333333333333,444.84,1.09,532,9.4,0
2543,21,3.7723880597014925,155.61,1.19,563,29.84,0
2544,14,4.6,120.37,1.25,48,8.33,0
2545,7,4.75,226.39,1.0,87,4.6,0
2546,21,3.625,310.4,1.14,32,18.75,0
2547,21,3.38,94.45,1.52,287,10.1,1
2548,21,5.0,98.34,1.0,1,100.0,1
2549,18,4.0,119.68,1.0,147,2.04,0
2550,14,5.0,108.6,1.0,1,100.0,1
2551,7,3.7272727272727284,129.33,1.13,338,22.49,1
2552,21,5.0,82.42,1.0,39,5.13,1
2553,4,4.2,490.6,1.25,36,11.11,0
2554,21,3.86046511627907,127.16,1.1,274,12.77,1
2555,19,5.0,81.34,1.0,1,100.0,0
2556,21,3.8157894736842106,235.79,1.09,249,12.45,0
2557,14,5.0,1511.66,1.0,97,2.06,1
2558,21,3.7662337662337664,132.35,1.28,456,22.15,0
2559,18,5.0,487.38,1.0,1,100.0,1
2560,21,3.5,116.62,1.0,100,2.0,1
2561,19,5.0,190.98,1.0,1,100.0,1
2562,21,5.0,219.27,1.0,1,100.0,1
2563,15,4.6,593.29,3.12,354,2.26,1
2564,15,5.0,175.09,1.0,1,100.0,0
2565,21,3.3333333333333335,275.99,1.0,205,1.46,1
2566,21,4.4375,248.57,1.14,118,11.02,0
2567,21,4.220430107526882,212.08,1.16,462,25.54,0
2568,15,4.142857142857143,88.79,1.17,16,31.25,1
2569,12,4.164490861618799,253.76,1.14,227,71.37,0
2570,14,3.6363636363636362,204.61,1.22,93,8.6,0
2571,21,4.6,75.6,1.0,52,9.62,1
2572,19,4.5,52.82,1.0,69,2.9,0
2573,21,4.360824742268041,91.11,1.05,317,23.34,0
2574,19,4.0625,179.9,1.14,239,5.44,0
2575,21,4.2,79.97,1.0,32,12.5,0
2576,14,3.6944444444444446,161.91,1.44,416,6.01,1
2577,14,3.8461538461538463,181.08,1.18,161,10.56,1
2578,18,1.0,55.95,1.0,1,100.0,1
2579,21,4.642857142857143,193.59,1.08,52,25.0,0
2580,19,4.022988505747127,109.65,1.13,114,42.11,0
2581,14,4.55,147.86,1.11,185,9.73,0
2582,21,4.108108108108108,245.08,1.12,376,8.51,0
2583,21,4.0,157.3,1.0,1,100.0,1
2584,21,4.0,234.4,1.0,1,100.0,0
2585,21,4.666666666666667,32.06,1.5,4,50.0,0
2586,21,4.142857142857143,131.59,1.17,559,8.77,0
2587,21,4.157894736842105,248.69,1.31,176,14.77,1
2588,14,3.5517241379310347,236.99,1.12,122,16.39,1
2589,21,3.6666666666666665,103.72,1.5,67,2.99,1
2590,21,4.333333333333333,267.23,1.19,433,9.24,0
2591,19,5.0,127.49,2.5,15,13.33,0
2592,18,5.0,162.85,1.0,1,100.0,1
2593,21,4.625,140.99,1.0,63,11.11,0
2594,21,4.333333333333333,66.44,1.0,18,16.67,1
2595,21,4.5,86.27,1.11,116,7.76,1
2596,21,5.0,217.0,1.0,1,100.0,1
2597,21,5.0,928.7,1.0,1,100.0,1
2598,15,3.8333333333333335,95.82,1.0,69,15.94,0
