,seller_state_,review_score_mean,ticket_medio,products_by_orders,dias_na_base,perc_atividade,inativo
1058,14,4.461538461538462,113.71,1.0,116,11.21,0
1059,21,4.818181818181818,82.46,1.1,103,8.74,0
1060,21,4.207865168539326,182.32,1.31,591,20.47,0
1061,21,4.818181818181818,85.4,1.16,299,12.04,1
1062,21,5.0,203.77,1.0,1,100.0,0
1063,19,4.5,127.79,1.0,3,66.67,0
1064,21,3.6666666666666665,271.04,1.2,584,1.71,0
1065,19,3.923076923076923,229.78,1.0,289,4.5,1
1066,21,2.75,136.25,1.14,94,6.38,1
1067,21,4.5,114.7,1.08,24,29.17,0
1068,21,2.4482758620689653,269.23,2.42,47,19.15,0
1069,21,3.903225806451613,170.73,1.07,220,12.27,1
1070,21,4.9,144.69,1.0,98,10.2,0
1071,14,4.117647058823529,145.73,1.06,560,2.68,0
1072,15,2.8181818181818183,610.98,1.57,228,3.07,1
1073,7,3.7857142857142856,515.27,1.17,230,5.22,0
1074,19,4.1,236.43,1.82,195,5.64,1
1075,15,3.75,130.08,1.5,568,2.64,0
1076,14,4.0606060606060606,319.05,1.22,398,6.28,0
1077,21,4.190476190476191,297.58,1.14,384,9.38,0
1078,21,4.357142857142857,218.82,1.17,97,10.31,0
1079,21,4.617647058823529,149.54,1.08,319,15.67,0
1080,21,3.0,24.96,1.0,1,100.0,1
1081,7,4.0,446.14,1.0,58,5.17,1
1082,7,4.5,91.94,1.0,219,0.91,1
1083,7,4.352941176470588,219.8,1.0,112,15.18,0
1084,7,2.3333333333333335,329.72,1.24,174,9.77,0
1085,21,4.25,869.67,1.33,56,5.36,0
1086,15,4.695652173913044,294.64,1.1,121,15.7,1
1087,19,4.909090909090909,1101.21,1.57,69,10.14,0
1088,21,4.128712871287129,365.0,1.04,378,19.05,1
1089,21,4.7,117.92,1.11,175,5.14,0
1090,21,4.171428571428572,133.29,1.13,328,9.15,0
1091,21,4.076923076923077,36.48,1.13,547,3.84,0
1092,21,1.0,178.04,2.0,1,100.0,1
1093,14,4.446808510638298,113.71,1.31,337,9.79,0
1094,7,4.4753086419753085,131.22,1.1,585,21.2,0
1095,21,5.0,31.79,1.0,257,0.78,1
1096,21,4.082474226804123,96.83,1.04,288,27.78,0
1097,21,2.0,714.91,1.0,1,100.0,1
1098,21,3.857142857142857,1935.45,1.17,37,16.22,1
1099,21,3.9375,140.35,1.03,405,7.41,0
1100,21,5.0,139.07,1.0,18,11.11,1
1101,21,4.833333333333333,259.48,1.0,25,24.0,0
1102,21,4.166666666666667,344.27,1.0,319,3.76,0
1103,21,5.0,1370.41,1.0,1,100.0,0
1104,4,5.0,219.33,1.0,1,100.0,1
1105,21,4.0,110.01,1.0,72,6.94,0
1106,21,4.0,409.5,1.12,515,44.08,0
1107,19,5.0,53.88,1.0,28,7.14,0
1108,14,4.2727272727272725,128.11,1.32,299,8.03,0
1109,21,4.5,49.72,1.2,27,18.52,0
1110,21,5.0,30.32,1.0,1,100.0,0
1111,21,4.5,218.22,1.0,98,7.14,0
1112,14,5.0,467.61,1.0,1,100.0,1
1113,19,5.0,278.91,1.0,1,100.0,0
1114,19,4.666666666666667,186.59,1.0,92,3.26,1
1115,18,4.5,137.43,1.0,3,66.67,0
1116,21,3.8333333333333335,159.46,1.33,431,1.86,0
1117,21,4.25,302.08,1.33,282,3.19,0
1118,21,4.071428571428571,102.01,1.4,54,14.81,0
1119,21,5.0,40.98,1.0,11,18.18,1
1120,21,4.0,283.33,1.0,7,42.86,1
1121,21,4.443037974683544,104.99,1.29,515,10.87,0
1122,21,3.8227848101265822,172.72,1.18,580,9.48,0
1123,14,4.8,135.71,1.0,60,16.67,0
1124,21,4.586956521739131,46.34,1.1,220,17.73,0
1125,4,5.0,151.04,1.0,1,100.0,0
1126,21,5.0,262.58,1.33,25,8.0,0
1127,21,4.448275862068965,181.21,1.07,206,12.14,0
1128,14,3.5714285714285716,158.62,1.08,174,5.17,0
1129,18,4.285714285714286,99.6,1.4,281,3.56,0
1130,21,3.625,212.86,1.33,44,13.64,1
1131,21,3.0,127.12,1.21,308,13.31,0
1132,14,5.0,1224.92,2.0,20,10.0,0
1133,21,3.923076923076923,440.79,1.24,542,10.7,0
1134,21,4.764705882352941,191.01,1.0,290,5.86,0
1135,21,4.714285714285714,637.63,1.25,87,21.84,0
1136,21,4.8,631.66,1.0,106,4.72,0
1137,19,3.546153846153847,227.95,1.59,210,34.76,0
1138,21,4.333333333333333,41.76,1.0,17,17.65,0
1139,21,3.7058823529411766,938.64,1.06,145,11.03,0
1140,18,4.444444444444445,244.34,1.09,73,64.38,0
1141,14,4.333333333333333,1624.08,1.5,568,0.35,0
1142,21,3.909090909090909,57.86,1.1,129,7.75,1
1143,15,5.0,130.52,1.0,41,4.88,0
1144,7,5.0,361.27,1.0,1,100.0,1
1145,21,3.0,52.51,1.0,40,5.0,1
1146,21,4.714285714285714,165.56,1.75,128,3.12,0
1147,21,1.0,767.69,1.0,1,100.0,1
1148,15,4.261658031088083,196.12,1.12,578,56.4,0
1149,21,4.0,85.03,1.0,284,1.76,0
1150,19,5.0,135.48,1.0,1,100.0,1
1151,7,4.0,133.96,1.0,1,100.0,1
1152,21,4.169811320754717,234.57,1.04,551,8.17,0
1153,21,4.666666666666667,463.49,1.0,194,1.55,0
1154,21,3.6666666666666665,150.03,1.0,10,30.0,1
1155,21,4.285714285714286,223.35,1.05,506,3.36,0
1156,21,3.2666666666666666,486.82,1.5,98,10.2,1
1157,21,4.0,126.87,1.0,1,100.0,0
1158,21,5.0,50.7,1.0,1,100.0,0
1159,21,5.0,420.29,1.0,1,100.0,0
1160,21,5.0,108.12,1.0,1,100.0,1
1161,18,4.609756097560975,110.7,1.19,561,6.6,0
1162,21,1.8,187.58,1.0,8,62.5,1
1163,15,3.894894894894895,313.55,1.26,280,56.79,0
1164,21,1.0,66.69,1.0,1,100.0,0
1165,21,4.75,83.76,1.5,131,11.45,1
1166,7,4.545454545454546,101.29,1.0,97,11.34,0
1167,21,3.82,230.92,1.39,362,8.29,1
1168,21,4.333333333333333,105.74,1.5,22,13.64,1
1169,15,3.176470588235294,39.04,1.0,176,8.52,1
1170,21,4.291970802919708,142.3,1.19,162,48.15,0
1171,21,4.1923076923076925,69.3,1.13,141,14.89,1
1172,21,4.414285714285715,63.93,1.08,327,18.35,0
1173,19,4.5,123.32,1.0,41,4.88,1
1174,21,4.350877192982456,202.21,1.78,212,14.15,0
1175,14,5.0,482.6,1.0,1,100.0,0
1176,14,5.0,441.29,1.0,95,2.11,0
1177,1,4.0,224.45,1.0,1,100.0,0
1178,18,4.0,84.68,1.0,37,18.92,0
1179,21,4.0,1669.88,2.0,1,100.0,1
1180,21,5.0,180.72,1.67,58,5.17,0
1181,21,4.2,308.2,1.15,122,9.84,1
1182,21,3.9499036608863185,97.01,1.15,559,90.16,0
1183,21,5.0,49.45,1.0,1,100.0,0
1184,14,4.045454545454546,619.09,2.75,301,2.66,1
1185,21,4.636363636363637,522.74,1.57,63,11.11,1
1186,18,4.75,63.85,1.33,92,3.26,0
1187,1,4.5,267.41,1.27,354,3.11,1
1188,21,4.384615384615385,550.73,4.33,130,2.31,1
1189,5,4.2272727272727275,133.54,1.16,194,9.28,1
1190,21,4.333333333333333,55.04,1.5,37,5.41,1
1191,21,4.159090909090909,188.28,1.33,128,25.0,0
1192,21,4.0,90.97,1.0,13,15.38,1
1193,21,1.0,25.69,3.0,1,100.0,1
1194,19,5.0,217.7,1.75,184,2.17,0
1195,7,5.0,107.01,1.0,1,100.0,1
1196,21,3.0,242.17,1.0,32,6.25,1
1197,14,5.0,28.01,1.0,1,100.0,1
1198,7,4.484472049689441,126.73,1.08,465,25.16,0
1199,19,4.127659574468085,131.73,1.17,566,24.03,0
1200,21,3.340909090909091,140.68,1.22,390,8.72,0
1201,21,4.03030303030303,420.95,1.1,265,10.19,1
1202,18,2.8181818181818183,391.8,2.0,129,6.98,1
1203,21,4.454545454545454,100.18,1.0,353,3.12,0
1204,14,4.348837209302325,131.42,1.12,271,23.25,0
1205,14,4.703703703703703,62.67,1.0,30,56.67,0
1206,10,4.5,174.14,1.0,142,5.63,1
1207,21,5.0,133.84,1.0,1,100.0,0
1208,15,4.25,621.98,1.33,134,4.48,1
1209,21,4.105263157894737,447.16,1.0,37,40.54,0
1210,7,4.571428571428571,355.59,1.0,545,3.67,0
1211,14,4.238095238095238,664.77,1.4,347,4.32,0
1212,14,3.9375,274.59,1.6,238,3.36,0
1213,14,3.8695652173913047,236.13,1.04,284,7.75,0
1214,7,4.714285714285714,153.74,1.17,28,21.43,0
1215,21,2.0,335.49,1.0,83,2.41,1
1216,21,4.166666666666666,91.41,1.15,277,22.02,0
1217,14,2.625,293.94,1.6,229,2.18,0
1218,21,5.0,202.62,1.0,1,100.0,0
1219,21,4.333333333333333,135.72,1.0,63,9.52,0
1220,21,3.797979797979798,149.55,1.26,131,39.69,0
1221,14,4.0,210.84,1.0,31,16.13,0
1222,15,4.461538461538462,113.27,1.3,344,2.91,0
1223,21,3.0,95.72,1.0,17,11.76,1
1224,21,4.0,74.06,1.0,2,100.0,0
1225,21,5.0,182.45,1.0,1,100.0,1
1226,21,3.6818181818181817,234.27,1.25,146,28.77,0
1227,21,5.0,35.13,1.0,1,100.0,1
1228,14,4.857142857142857,399.93,1.0,491,1.43,0
1229,15,4.833333333333333,91.84,1.5,9,33.33,0
1230,14,4.0,343.06,1.5,94,2.13,1
1231,21,5.0,493.51,1.0,11,18.18,0
1232,21,4.0588235294117645,132.86,1.03,423,7.33,0
1233,21,5.0,76.64,1.0,1,100.0,0
1234,5,4.409090909090909,302.42,1.47,92,13.04,0
1235,21,4.129032258064516,487.49,1.29,501,4.79,0
1236,14,3.5,194.78,2.0,80,2.5,0
1237,21,3.933333333333333,65.14,1.15,76,23.68,0
1238,21,4.164179104477612,73.46,1.07,391,25.83,0
1239,15,4.545454545454546,173.3,1.22,161,11.18,0
1240,21,4.608695652173913,42.16,1.1,155,12.9,1
1241,18,5.0,1759.04,1.0,1,100.0,1
1242,14,4.033333333333333,139.2,1.14,402,16.42,0
1243,14,4.0,113.87,1.0,1,100.0,1
1244,3,4.642857142857143,383.86,2.33,196,6.12,0
1245,15,3.8863636363636362,210.33,1.26,140,20.0,0
1246,15,4.045454545454546,190.5,1.22,277,6.14,0
1247,21,4.833333333333333,155.5,1.71,196,3.06,0
1248,5,4.375,183.22,1.0,58,12.07,1
1249,21,4.372549019607843,95.71,1.13,84,40.48,0
1250,21,4.222222222222222,104.58,1.0,209,4.31,1
1251,18,4.75,69.96,1.33,124,2.42,0
1252,21,4.529411764705882,295.48,1.12,406,3.94,1
1253,21,4.5,408.33,1.5,16,25.0,0
1254,21,3.6666666666666665,107.01,1.0,5,60.0,0
1255,19,4.545454545454546,277.24,1.1,270,3.7,0
1256,14,5.0,31.0,1.0,1,100.0,1
1257,5,4.6,176.79,1.25,36,11.11,0
1258,21,3.0,1671.8,1.0,319,1.57,1
1259,19,2.0,665.44,1.0,18,11.11,0
1260,14,4.0625,620.4,1.12,533,3.0,0
1261,14,4.160714285714286,175.06,1.06,562,8.72,0
1262,21,5.0,224.4,1.25,15,26.67,0
1263,21,4.0,95.8,1.0,24,16.67,1
1264,18,5.0,1255.71,1.0,1,100.0,0
1265,14,4.833333333333333,83.37,1.2,152,3.29,0
1266,21,5.0,31.69,1.0,1,100.0,0
1267,21,4.4393939393939394,134.44,1.2,405,21.48,0
1268,21,5.0,170.33,2.0,85,2.35,1
1269,7,3.8,83.61,1.11,69,13.04,0
1270,7,4.485207100591716,101.76,1.13,453,26.71,1
1271,21,2.6,69.04,1.25,65,6.15,1
1272,15,1.0,125.74,1.0,1,100.0,1
1273,14,4.5,91.85,1.0,131,3.05,1
1274,19,4.357142857142857,91.16,1.17,153,7.84,1
1275,21,4.333333333333333,326.37,2.0,14,21.43,1
1276,21,3.9273743016759775,117.02,1.1,570,24.21,0
1277,14,3.6666666666666665,159.0,1.0,65,4.62,1
1278,21,4.2898550724637685,215.58,1.19,317,17.35,0
1279,14,4.25,63.65,1.26,495,3.64,0
1280,21,3.8,79.92,1.43,99,7.07,1
1281,21,2.0,653.64,1.0,1,100.0,1
1282,19,4.0,96.33,1.0,1,100.0,1
1283,21,4.153846153846154,188.25,1.18,63,15.87,0
1284,7,4.526315789473684,109.29,1.46,296,12.84,1
1285,15,4.083333333333333,184.96,1.5,209,3.83,1
1286,21,4.833333333333333,157.97,1.2,102,4.9,0
1287,21,4.666666666666667,249.35,1.71,75,9.33,0
1288,21,4.607142857142858,442.1,1.0,146,16.44,0
1289,21,4.25,115.78,1.14,16,37.5,0
1290,18,3.4,210.65,1.0,143,3.5,0
1291,21,4.461538461538462,71.72,1.0,302,4.3,1
1292,21,4.75,176.36,1.0,100,8.0,0
1293,15,5.0,82.03,1.0,1,100.0,1
1294,21,4.266666666666667,167.61,1.07,415,7.23,0
1295,21,4.404347826086957,91.46,1.12,588,28.23,0
1296,21,3.2,47.29,1.0,95,5.26,1
1297,21,3.6666666666666665,273.18,1.0,56,5.36,0
1298,21,2.6,426.96,2.5,121,1.65,1
1299,15,4.428571428571429,255.13,1.08,366,3.28,0
1300,14,5.0,114.62,1.0,24,8.33,0
1301,14,4.363636363636363,110.69,1.0,132,6.82,0
1302,21,3.8979591836734695,225.5,1.22,131,21.37,1
1303,21,4.333333333333333,2646.42,1.0,15,20.0,0
1304,21,4.014084507042253,414.11,2.14,566,6.01,0
1305,21,3.5294117647058822,223.54,1.33,359,16.71,0
1306,19,4.2894736842105265,135.91,1.25,571,19.09,0
1307,21,3.6666666666666665,303.54,1.0,21,14.29,1
1308,5,4.625,239.93,1.6,47,10.64,0
1309,21,5.0,48.25,1.0,31,9.68,0
1310,21,3.765765765765766,564.3,1.53,430,14.19,1
1311,7,5.0,18.56,1.0,1,100.0,1
1312,21,3.571428571428571,69.94,1.16,351,39.89,0
1313,7,4.384615384615385,95.27,1.08,248,4.03,0
1314,21,4.5058823529411764,174.14,1.42,317,16.4,0
1315,21,3.8057971014492753,121.88,1.11,581,34.25,0
1316,21,4.5,118.68,1.25,513,1.56,0
1317,21,4.142857142857143,124.25,1.0,63,11.11,0
1318,12,5.0,63.08,1.0,1,100.0,0
1319,15,4.242718446601942,263.71,1.34,142,40.85,0
1320,21,5.0,253.08,1.0,1,100.0,1
1321,21,3.0,53.72,1.0,1,100.0,1
1322,21,4.37719298245614,347.95,1.08,560,16.25,0
1323,21,5.0,555.36,2.0,1,100.0,0
1324,7,4.6,340.89,1.0,464,1.08,0
1325,21,3.6842105263157894,127.49,1.09,301,10.63,0
1326,14,3.4632352941176467,214.4,1.06,569,16.52,0
1327,18,3.0,112.36,1.0,182,3.3,1
1328,19,3.4545454545454546,645.97,1.16,465,13.55,1
1329,14,4.0,156.16,1.0,1,100.0,0
1330,21,4.08695652173913,115.54,1.09,186,10.75,0
1331,14,4.75,303.26,1.0,118,3.39,0
1332,21,4.064896755162242,149.94,1.08,526,39.73,0
1333,21,3.3333333333333335,276.35,1.0,76,7.89,1
1334,21,4.428571428571429,502.9,1.17,166,3.61,0
1335,21,4.529411764705882,448.96,8.5,14,14.29,0
1336,21,4.413333333333333,95.19,1.21,344,17.15,0
1337,21,5.0,184.71,1.0,1,100.0,1
1338,19,4.009049773755656,215.3,1.1,515,26.6,0
1339,21,4.0,43.95,1.0,163,3.07,0
1340,21,4.5,74.88,1.26,253,13.04,1
1341,14,5.0,849.56,2.25,303,1.32,1
1342,21,4.017543859649122,274.6,1.14,396,11.36,0
1343,21,5.0,68.55,1.0,1,100.0,1
1344,21,3.6923076923076925,162.59,1.44,72,9.72,0
1345,14,4.428571428571429,118.69,1.75,94,4.26,1
1346,21,4.733333333333333,189.01,1.0,112,12.5,0
1347,21,5.0,416.51,1.0,49,6.12,1
1348,18,4.0,90.04,1.0,1,100.0,1
1349,21,4.166666666666667,281.09,1.09,147,6.8,0
1350,21,5.0,249.39,1.0,1,100.0,1
1351,7,4.4,187.33,1.0,223,2.24,0
1352,21,4.537634408602151,112.9,1.07,573,13.61,0
1353,7,4.442934782608695,138.88,1.1,531,45.2,0
1354,21,4.596774193548387,85.89,1.29,281,15.66,0
1355,21,4.3478260869565215,302.12,1.23,522,16.48,0
1356,21,4.444444444444445,163.74,1.06,337,4.75,0
1357,14,3.8,215.18,1.25,54,7.41,0
1358,21,4.129032258064516,410.42,1.0,142,18.31,0
1359,21,5.0,47.32,1.0,1,100.0,1
1360,21,4.423076923076923,208.11,1.18,137,12.41,0
1361,21,4.0,38.11,1.0,64,3.12,1
1362,19,3.6666666666666665,1796.68,1.5,1,100.0,1
1363,21,5.0,640.62,1.0,75,2.67,0
1364,3,4.555555555555555,119.59,1.29,203,3.45,0
1365,7,4.285714285714286,128.82,1.17,100,12.0,0
1366,11,4.0,74.65,1.0,20,10.0,0
1367,14,4.323529411764706,521.5,1.3,502,5.18,0
1368,21,4.857142857142857,93.64,1.0,51,11.76,0
1369,21,5.0,222.5,1.0,168,1.19,1
1370,21,5.0,251.83,1.0,1,100.0,1
1371,14,4.333333333333333,194.93,1.0,189,1.59,0
1372,21,4.0,31.53,1.0,32,15.62,0
1373,14,4.5,373.6,1.1,480,15.0,0
1374,21,4.0,262.15,1.0,112,3.57,0
1375,21,1.75,271.64,2.0,133,1.5,1
1376,12,4.333333333333333,780.59,1.0,57,5.26,1
1377,21,5.0,120.06,1.17,139,4.32,0
1378,21,3.0,178.21,1.0,1,100.0,1
1379,21,1.0,61.74,1.0,1,100.0,1
1380,21,3.5,111.1,1.0,73,2.74,1
1381,21,2.25,694.91,1.33,213,1.41,1
1382,21,4.4,37.45,1.25,89,4.49,1
1383,5,4.338461538461538,237.63,1.23,353,13.88,0
1384,21,3.5066666666666664,243.63,1.51,435,11.26,0
1385,21,5.0,471.68,2.0,1,100.0,0
1386,3,5.0,92.44,1.0,38,7.89,1
1387,15,3.1666666666666665,370.29,1.64,264,4.17,1
1388,18,4.777777777777778,465.76,1.8,120,4.17,1
1389,1,3.8902439024390243,333.92,1.44,374,12.3,1
1390,5,4.5,61.71,1.11,502,7.37,0
1391,21,5.0,76.08,1.0,1,100.0,1
1392,21,5.0,171.63,1.0,94,3.19,0
1393,14,2.25,124.57,1.33,19,15.79,1
1394,21,5.0,72.49,1.0,65,7.69,0
1395,21,4.0,29.58,1.0,129,2.33,1
1396,21,4.157894736842104,1166.29,1.34,195,22.56,0
1397,21,5.0,1315.34,1.0,43,4.65,1
1398,21,4.647058823529412,47.1,1.0,66,18.18,0
1399,3,4.5,51.05,1.23,284,4.58,1
1400,21,4.8,508.5,1.67,361,1.66,0
1401,21,3.0,176.76,1.0,1,100.0,1
1402,21,4.113924050632911,341.29,1.27,561,18.72,0
1403,14,4.109589041095891,369.47,1.14,459,12.85,0
1404,19,3.0,205.21,1.5,181,1.1,1
1405,21,4.266666666666667,101.65,1.0,94,13.83,0
1406,21,5.0,15.22,1.0,1,100.0,1
1407,21,4.194630872483222,87.86,1.13,586,19.62,0
1408,14,4.101522842639594,265.96,1.27,584,36.64,0
1409,21,4.0,147.66,1.5,20,15.0,0
1410,21,4.333333333333333,88.06,1.0,55,9.09,0
1411,21,4.333333333333333,80.81,1.0,36,8.33,0
1412,21,4.423076923076923,100.52,1.0,177,14.12,0
1413,3,4.777777777777778,237.2,1.0,197,8.63,0
1414,15,4.333333333333333,205.94,1.09,79,12.66,0
1415,21,3.8,194.0,1.11,309,2.59,0
1416,21,4.0,511.76,1.0,1,100.0,1
1417,21,1.0,136.3,1.0,1,100.0,1
1418,21,5.0,259.12,2.0,1,100.0,1
1419,21,3.869565217391304,483.18,1.21,268,7.09,1
1420,12,4.166666666666667,511.48,1.0,344,1.74,0
1421,18,5.0,200.54,2.0,1,100.0,0
1422,21,4.909090909090909,126.81,1.0,87,10.34,0
1423,21,4.5,76.02,1.0,6,33.33,0
1424,21,4.285714285714286,252.7,1.0,50,12.0,1
1425,21,4.444444444444445,164.02,4.5,58,3.45,1
1426,21,4.333333333333333,123.27,1.26,192,15.62,1
1427,18,4.666666666666667,151.15,1.0,164,1.83,1
1428,15,4.444444444444445,733.2,1.23,540,3.89,0
1429,21,1.0,315.98,1.0,1,100.0,1
1430,21,4.428571428571429,63.44,1.0,107,6.54,1
1431,14,4.0,364.64,1.0,1,100.0,1
1432,21,5.0,82.22,1.0,1,100.0,1
1433,21,5.0,134.6,1.0,1,100.0,1
1434,4,5.0,170.28,1.6,61,6.56,0
1435,21,2.7142857142857144,1195.27,2.33,63,4.76,1
1436,15,5.0,116.04,1.0,1,100.0,1
1437,14,3.986206896551724,157.61,1.09,313,31.63,0
1438,21,4.708333333333334,221.77,1.13,531,4.14,0
1439,7,3.8235294117647056,404.93,1.23,514,9.92,0
1440,14,4.25,216.1,1.09,507,2.17,0
1441,15,4.157894736842105,83.64,1.06,266,6.39,0
1442,21,4.2569786535303775,146.14,1.07,572,82.34,0
1443,14,5.0,109.9,1.0,1,100.0,1
1444,15,4.6,174.94,1.25,75,4.0,1
1445,21,4.666666666666667,219.92,1.2,35,14.29,1
1446,21,4.091633466135459,113.0,1.18,288,42.01,1
1447,21,4.4,223.72,1.0,117,4.27,0
1448,21,5.0,23.46,1.0,1,100.0,1
1449,21,3.798882681564246,237.04,1.24,214,47.2,0
1450,21,5.0,118.8,1.0,8,25.0,0
1451,21,4.666666666666667,68.29,1.0,46,6.52,0
1452,21,4.8,93.18,1.15,121,18.18,0
1453,21,4.408163265306122,124.56,1.08,577,14.21,0
1454,21,4.58695652173913,727.27,1.5,508,5.51,0
1455,21,4.454545454545454,480.05,1.0,494,4.45,0
1456,21,5.0,70.65,1.0,1,100.0,1
1457,21,3.0,42.49,1.0,1,100.0,1
1458,5,4.2,91.32,1.0,9,55.56,0
1459,21,3.5,103.49,1.27,99,11.11,0
1460,19,4.8,523.26,1.0,116,4.31,0
1461,14,4.625,97.33,1.0,73,10.96,0
1462,21,4.090909090909091,427.08,1.16,273,5.86,0
1463,21,5.0,125.52,1.0,1,100.0,1
1464,21,4.375,68.88,1.0,136,5.15,1
1465,21,4.0,64.4,1.0,253,5.53,0
1466,21,5.0,147.59,1.0,1,100.0,1
1467,21,4.142857142857143,41.23,1.08,247,5.26,0
1468,21,3.0,155.28,2.0,1,100.0,1
1469,15,3.0,82.82,1.0,30,6.67,1
1470,19,4.5,227.16,1.0,22,18.18,0
1471,21,4.565217391304348,77.54,1.1,79,24.05,0
1472,21,3.4006920415224915,525.09,1.49,559,66.91,0
1473,21,3.75,98.32,1.33,65,4.62,0
1474,21,1.0,56.95,1.0,1,100.0,1
1475,7,5.0,40.1,1.0,1,100.0,1
1476,21,5.0,204.81,1.0,1,100.0,0
1477,21,4.013628620102215,229.11,1.06,193,73.58,0
1478,19,4.571428571428571,90.28,1.4,88,5.68,0
1479,21,4.282608695652174,453.98,1.7,504,9.92,0
1480,8,4.0,124.21,1.0,13,15.38,0
1481,21,3.953125,41.97,1.13,384,33.33,0
1482,21,4.4,41.48,1.0,58,8.62,0
1483,21,4.142857142857143,197.72,1.0,134,5.22,0
1484,21,4.0,39.99,1.0,1,100.0,0
1485,21,3.75,59.45,1.0,281,1.42,1
1486,21,3.75,199.59,1.14,53,13.21,0
1487,21,4.203389830508475,274.25,1.48,566,6.54,0
1488,7,5.0,949.62,1.0,1,100.0,0
1489,21,3.9499999999999997,199.4,1.12,334,50.0,0
1490,14,4.0,190.08,1.0,21,9.52,0
1491,8,4.2,234.39,1.0,102,4.9,0
1492,21,4.169590643274854,219.4,1.12,566,22.26,0
1493,7,4.407407407407407,97.93,1.17,253,8.7,1
1494,21,4.127659574468085,70.5,1.03,424,18.4,0
1495,21,4.5,144.97,1.0,133,3.01,1
1496,21,4.36144578313253,542.86,1.05,534,37.08,0
1497,7,4.137614678899082,142.42,1.16,265,28.3,0
1498,3,4.466666666666667,134.65,1.25,248,9.27,0
1499,21,4.2,169.93,1.43,279,2.51,0
1500,21,5.0,53.85,1.0,1,100.0,1
1501,19,3.8,237.85,1.0,339,5.9,0
1502,21,3.869565217391304,196.03,1.05,436,4.36,0
1503,21,4.0,70.6,1.0,17,29.41,0
1504,21,4.833333333333333,239.27,1.0,19,31.58,0
1505,21,5.0,324.6,3.0,84,3.57,0
1506,21,4.558139534883721,85.52,1.13,129,20.16,0
1507,21,3.5714285714285716,202.56,1.0,93,13.98,0
1508,14,2.4,351.57,1.11,93,8.6,0
1509,15,5.0,94.5,1.0,72,2.78,1
1510,21,4.555555555555555,147.39,1.29,82,14.63,0
1511,19,5.0,83.47,1.33,46,6.52,1
1512,14,5.0,33.9,1.0,1,100.0,1
1513,21,4.8,58.19,1.0,69,7.25,0
1514,21,4.428571428571429,49.08,1.05,47,36.17,0
1515,21,4.074074074074074,165.31,1.04,350,7.14,0
1516,21,4.2,150.32,1.67,183,1.64,1
1517,14,2.5,6922.21,1.0,1,100.0,0
1518,21,4.0,126.34,1.0,1,100.0,1
1519,14,4.40952380952381,152.15,1.13,491,18.13,1
1520,21,5.0,164.25,1.0,41,14.63,1
1521,19,5.0,98.9,1.0,1,100.0,1
1522,21,3.9948453608247427,106.74,1.15,359,28.69,1
1523,21,3.8333333333333335,142.98,1.2,278,5.04,1
1524,21,3.860788863109049,190.68,1.16,316,60.76,0
1525,21,4.15,423.18,1.57,246,10.16,0
1526,21,4.6,139.8,1.25,20,30.0,0
1527,21,4.8,178.49,1.0,56,8.93,1
1528,21,4.5,200.32,1.0,155,5.16,0
1529,21,4.0,43.57,1.0,105,3.81,1
1530,14,4.315068493150686,154.38,1.04,331,19.03,1
1531,7,4.5,128.73,1.0,18,11.11,1
1532,21,3.5714285714285716,129.69,1.22,20,70.0,0
1533,21,4.0,577.0,1.0,1,100.0,1
1534,14,4.133333333333334,205.25,1.0,452,3.32,1
1535,21,3.56,811.04,1.08,207,11.11,0
1536,15,4.163522012578616,169.62,2.33,424,14.39,0
1537,21,5.0,328.24,1.33,5,60.0,1
1538,19,4.105263157894737,320.82,1.06,304,5.59,0
1539,14,4.212962962962963,75.87,1.22,430,17.91,1
1540,21,5.0,37.13,1.0,1,100.0,0
1541,21,4.0,213.39,1.12,214,7.48,1
1542,18,4.722222222222222,124.62,1.29,113,10.62,0
1543,21,3.2386363636363638,802.29,2.15,331,11.18,1
1544,21,4.5,438.38,2.0,95,2.11,0
1545,21,3.8,134.87,1.0,261,1.92,1
1546,21,4.522388059701493,672.23,1.02,463,12.31,0
1547,21,3.9215686274509802,163.66,1.24,581,6.71,0
1548,21,3.1538461538461537,179.77,1.24,368,10.87,1
1549,14,4.428571428571429,88.94,1.0,511,2.74,0
1550,19,3.769230769230769,655.78,1.86,195,3.59,0
1551,21,5.0,176.49,1.0,53,5.66,1
1552,15,4.285714285714286,922.58,1.4,207,2.42,1
1553,21,5.0,110.15,1.0,53,5.66,0
1554,14,5.0,92.94,1.0,105,1.9,0
1555,19,4.357142857142857,164.32,1.05,392,9.44,0
1556,15,4.7272727272727275,228.27,1.2,397,10.58,1
1557,21,5.0,49.69,1.33,54,5.56,1
1558,7,3.185185185185185,311.76,1.17,474,16.88,0
1559,15,3.5454545454545454,143.63,1.57,92,20.65,0
1560,18,3.8461538461538463,682.5,1.08,154,6.49,0
1561,21,4.5,39.02,1.0,56,3.57,1
1562,14,5.0,29.07,1.5,84,2.38,1
1563,21,3.25,76.38,1.0,98,4.08,0
1564,14,5.0,1638.72,1.0,1,100.0,0
1565,21,3.5,98.9,1.03,143,16.78,0
1566,21,4.2670157068062835,269.24,1.05,444,30.63,0
1567,21,4.181818181818182,82.81,1.1,200,4.5,0
1568,21,3.858490566037736,134.59,1.07,482,41.49,0
1569,21,4.27069351230425,247.92,1.18,456,54.39,1
1570,15,4.444444444444445,56.32,1.0,80,11.25,0
