seller_state_,review_score_mean,ticket_medio,products_by_orders,dias_na_base,perc_atividade,inativo
21,3.5,184.88,1.0,33,6.06,1
14,4.857142857142857,499.95,2.33,17,11.76,1
21,4.375,96.54,1.0,199,7.54,0
19,4.222222222222222,124.49,1.12,309,2.59,0
21,1.0,1511.86,1.0,1,100.0,1
19,2.25,41.29,1.0,10,40.0,0
21,4.666666666666667,164.11,1.5,63,3.17,1
21,3.2857142857142856,173.35,1.56,193,4.66,0
18,4.5,485.64,1.0,86,2.33,0
5,5.0,185.88,1.0,1,100.0,1
21,4.093150684931507,157.93,1.06,366,44.81,0
14,3.9285714285714284,865.42,1.56,252,3.57,0
21,4.029411764705882,273.79,1.4,219,10.96,1
21,4.428571428571429,50.07,1.0,74,17.57,1
7,4.032258064516129,90.79,1.13,327,8.56,0
7,4.045454545454546,405.2,1.1,330,11.52,1
14,4.590163934426229,212.06,1.05,387,13.44,0
21,4.714285714285714,288.31,1.75,42,9.52,1
21,5.0,93.53,1.0,1,100.0,0
21,5.0,96.1,1.0,1,100.0,1
14,3.909090909090909,150.24,1.22,248,3.63,1
21,1.0,148.68,1.0,1,100.0,1
15,4.0,69.58,1.07,426,3.29,0
21,4.089887640449438,166.8,1.07,402,17.66,0
21,3.9722222222222223,176.08,1.2,223,11.66,0
19,5.0,598.04,1.86,61,8.2,0
21,4.666666666666667,127.98,1.12,72,11.11,0
21,4.857142857142857,181.07,1.0,117,5.13,1
15,5.0,68.32,1.0,1,100.0,1
18,1.0,106.78,1.0,1,100.0,0
21,3.5833333333333335,43.23,1.5,108,7.41,1
3,3.5555555555555554,422.13,1.0,6,66.67,1
21,4.38,134.88,1.25,28,71.43,0
21,4.13986013986014,125.02,1.13,446,23.54,0
7,5.0,43.31,1.0,1,100.0,1
18,4.75,80.0,1.0,230,1.74,0
21,3.820143884892086,603.3,2.04,559,12.16,0
21,4.466666666666667,153.63,1.07,39,30.77,0
19,1.0,97.71,1.0,1,100.0,1
14,4.8,330.1,1.67,113,5.31,1
21,4.0,54.33,1.33,14,35.71,1
21,4.6923076923076925,94.82,1.08,134,8.96,0
21,4.352112676056338,72.84,1.08,581,28.92,0
21,3.4565217391304346,90.36,1.27,484,13.43,0
19,5.0,94.6,1.5,122,1.64,1
21,4.818181818181818,118.3,1.1,265,3.77,0
14,4.5588235294117645,172.21,1.3,164,16.46,0
21,5.0,60.19,1.0,1,100.0,1
7,5.0,37.51,1.0,1,100.0,0
21,4.5,253.72,1.0,12,16.67,1
21,5.0,49.12,1.0,1,100.0,1
21,3.0,132.76,1.0,17,11.76,1
21,4.214285714285714,85.82,1.19,441,10.2,1
21,3.272727272727273,422.79,1.0,221,4.07,0
19,1.0,2161.12,2.0,1,100.0,1
21,3.5,218.67,1.18,137,8.03,1
14,4.0,34.76,1.0,20,15.0,0
4,3.8181818181818183,102.74,1.0,112,8.93,0
15,4.0,1789.02,1.0,1,100.0,0
7,4.294117647058823,165.4,1.03,566,10.95,0
21,4.0,77.34,1.0,127,7.87,1
21,4.0,208.16,1.0,1,100.0,1
21,4.12041884816754,94.18,1.24,555,24.68,0
21,4.4,181.54,1.0,111,9.01,0
21,1.0,20.19,1.0,1,100.0,0
14,4.705882352941177,263.46,1.26,476,5.67,0
21,4.125273522975929,84.76,1.11,574,84.15,0
7,4.473684210526316,299.35,1.15,109,26.61,0
21,4.0476190476190474,195.82,1.15,107,35.51,0
14,4.0,254.32,1.0,5,40.0,1
21,3.841121495327103,153.81,1.27,590,56.44,0
14,3.6666666666666665,77.32,1.0,85,3.53,1
19,4.529411764705882,1065.48,1.42,167,6.59,1
19,4.0,596.56,1.0,1,100.0,0
14,4.3264248704663215,455.61,1.05,592,24.66,0
21,4.457142857142857,63.98,1.15,182,28.57,1
21,4.407407407407407,127.61,1.04,359,7.24,0
21,3.767857142857143,120.12,1.3,556,7.19,0
15,4.0,625.33,1.0,1,100.0,0
21,5.0,98.56,1.0,1,100.0,0
21,4.0,73.35,1.08,53,20.75,0
21,3.0,101.58,1.0,3,66.67,1
21,3.985611510791367,188.48,1.15,349,25.5,1
15,4.5,165.73,1.03,276,10.51,0
7,3.8,522.51,1.0,382,1.31,0
21,3.9444444444444446,106.05,1.06,152,9.87,0
21,4.857142857142857,262.55,1.75,74,5.41,0
19,4.268656716417911,252.09,1.05,383,14.1,0
21,4.114503816793894,476.96,1.31,554,16.06,0
21,3.0,63.52,1.0,1,100.0,1
15,5.0,174.21,1.0,1,100.0,0
21,5.0,31.69,1.0,1,100.0,0
21,4.636363636363637,93.69,1.57,95,13.68,0
14,4.523809523809524,291.89,1.11,147,10.88,0
7,3.869565217391304,227.26,1.18,372,18.01,0
21,4.172413793103448,144.09,1.21,140,15.71,0
21,4.205882352941177,318.59,1.05,210,60.0,0
19,1.0,76.5,1.0,1,100.0,0
21,3.761904761904762,222.01,1.08,383,9.66,0
15,5.0,79.4,1.2,53,9.43,0
21,3.9444444444444446,158.43,1.12,512,2.93,0
21,4.75,394.64,1.33,93,3.23,0
21,2.5,1671.93,1.0,99,6.06,1
7,3.65,728.62,1.33,310,4.84,0
21,4.055837563451777,190.87,1.38,556,20.86,0
7,4.571428571428571,432.71,1.17,57,19.3,0
21,4.12,188.9,1.25,178,11.24,0
1,4.62962962962963,740.33,1.59,566,3.0,0
15,3.7875,203.34,1.05,484,13.43,0
21,4.529411764705882,155.38,1.0,147,9.52,0
11,4.133333333333334,164.33,1.88,49,16.33,0
21,3.2222222222222223,110.55,1.0,30,30.0,1
21,4.122641509433962,121.65,1.41,475,14.95,1
21,4.814285714285714,124.87,1.06,25,96.0,0
21,5.0,118.12,1.0,8,37.5,0
21,4.111111111111111,124.66,1.0,85,9.41,1
18,4.2727272727272725,315.57,1.0,14,57.14,0
7,3.0,72.96,1.0,1,100.0,1
21,4.714285714285714,131.82,1.17,98,6.12,0
14,1.0,254.01,1.0,1,100.0,1
14,4.0,136.04,1.0,1,100.0,1
21,4.642857142857143,341.27,1.08,436,8.26,0
7,4.181818181818182,138.55,1.0,315,3.49,0
21,3.8410852713178296,201.8,1.21,549,29.87,0
18,4.333333333333333,129.83,1.0,122,9.02,0
14,4.529411764705882,97.94,1.21,153,17.65,0
21,3.669724770642202,100.52,1.28,520,14.81,0
14,4.410256410256411,822.98,1.0,317,11.67,0
21,3.636764705882353,121.75,1.34,558,55.2,0
7,5.0,305.69,1.0,1,100.0,1
19,4.545454545454546,280.01,1.29,157,10.83,0
21,5.0,444.07,1.0,1,100.0,0
21,4.5,88.71,1.0,22,9.09,0
21,4.0,61.94,1.0,1,100.0,0
21,3.2222222222222223,100.87,1.0,123,7.32,0
14,3.0,98.2,1.0,9,22.22,1
1,3.625,175.39,1.14,225,6.22,1
21,4.777777777777778,86.26,1.29,93,7.53,1
21,3.357142857142857,408.69,1.4,259,3.86,1
15,4.388888888888888,122.47,1.12,311,5.47,1
3,3.9523809523809526,105.09,1.05,402,4.73,0
21,5.0,339.86,1.0,1,100.0,1
7,3.875,206.75,1.14,572,4.55,0
21,5.0,83.5,1.0,16,12.5,0
21,4.0,340.82,1.11,163,5.52,0
14,5.0,201.34,1.0,1,100.0,0
21,3.3684210526315788,123.54,1.15,299,9.36,0
2,2.0,62.11,1.0,1,100.0,0
21,4.916666666666667,144.57,1.09,19,31.58,0
21,1.6666666666666667,290.38,3.0,1,100.0,1
21,4.647058823529412,76.58,1.17,320,8.75,0
14,4.454545454545454,56.85,1.0,224,4.91,1
21,4.842105263157895,58.74,1.12,251,5.98,0
21,4.3,172.69,1.09,93,9.68,0
21,4.263888888888889,219.32,1.06,570,10.88,0
21,4.32,671.07,1.39,339,5.01,0
19,5.0,138.78,2.0,29,6.9,1
7,4.666666666666667,260.74,1.0,86,3.49,0
21,4.71830985915493,110.7,1.12,164,31.1,0
21,4.415384615384616,71.5,1.07,346,16.18,0
21,3.5,42.1,1.0,131,1.53,1
21,4.428571428571429,44.24,1.0,54,11.11,0
5,5.0,107.3,1.0,1,100.0,0
21,3.5714285714285716,299.35,1.0,108,6.48,1
21,3.9166666666666665,138.27,1.12,475,6.11,0
7,3.111111111111111,212.88,1.8,75,6.67,1
14,4.357142857142858,375.66,1.26,460,5.0,0
21,4.0,2883.3,1.0,191,1.05,1
21,5.0,56.6,1.0,1,100.0,0
21,4.389830508474576,341.38,1.04,254,19.69,0
15,4.5625,72.77,1.0,61,21.31,0
7,4.533333333333333,161.4,1.18,129,24.81,1
21,3.943820224719101,88.83,1.13,297,23.57,0
21,4.428571428571429,211.03,1.17,163,6.13,0
21,4.169811320754717,211.8,1.21,163,38.65,0
21,4.833333333333333,1067.39,1.0,378,1.59,1
21,5.0,86.15,1.0,1,100.0,1
21,3.571428571428571,522.97,1.3,200,8.5,1
7,4.333333333333333,106.43,1.0,112,2.68,1
14,3.7,82.86,1.0,110,9.09,0
21,5.0,1556.7,1.0,1,100.0,1
15,4.0,160.52,1.0,53,9.43,0
21,4.333333333333333,69.97,1.5,2,100.0,1
21,3.6666666666666665,94.07,1.0,91,3.3,1
21,4.0,108.72,1.0,1,100.0,0
15,5.0,47.14,1.0,1,100.0,0
21,5.0,63.29,1.0,1,100.0,1
5,5.0,169.01,1.0,1,100.0,1
21,5.0,149.04,1.0,1,100.0,0
14,4.521739130434782,82.78,1.05,106,18.87,0
14,3.0,868.64,3.17,70,8.57,0
21,3.5,48.23,1.0,148,2.7,0
21,1.5,114.95,1.0,10,20.0,1
21,4.666666666666667,172.3,1.0,18,16.67,0
21,4.141831238779174,97.56,1.07,564,46.1,0
7,4.585365853658536,229.74,1.06,128,44.53,0
14,4.266666666666667,329.72,1.25,411,2.92,1
21,4.0,109.82,1.0,238,12.61,0
21,5.0,34.0,1.0,1,100.0,1
21,4.2272727272727275,76.17,1.16,142,12.68,1
7,4.100917431192661,206.55,1.12,383,21.93,0
14,4.777777777777778,107.22,1.12,107,7.48,1
21,4.064516129032258,86.1,1.14,279,9.68,0
18,4.235602094240838,74.06,1.14,587,23.68,0
21,4.666666666666667,56.4,1.25,188,24.47,0
14,3.0,79.08,1.0,1,100.0,0
21,4.82258064516129,175.16,1.15,113,33.63,0
21,5.0,205.65,1.0,1,100.0,1
21,3.6666666666666665,154.52,1.0,117,2.56,1
21,5.0,248.27,1.0,90,3.33,0
21,3.6666666666666665,142.78,1.5,125,3.2,0
21,3.1538461538461537,109.38,1.18,150,7.33,0
21,4.166666666666667,686.66,1.33,289,2.77,0
21,4.8,289.42,1.25,87,4.6,1
18,4.333333333333333,333.2,3.0,9,22.22,1
21,1.0,103.37,1.0,1,100.0,1
21,5.0,61.04,1.0,1,100.0,1
15,4.769230769230769,92.95,1.08,89,13.48,0
21,4.555555555555555,110.22,1.06,121,13.22,0
21,4.075151515151515,210.6,1.26,570,76.84,0
21,4.666666666666667,196.72,1.12,56,14.29,1
7,4.2727272727272725,68.51,1.16,338,10.65,0
19,3.625,145.57,1.0,68,13.24,0
14,4.666666666666667,41.24,1.0,37,8.11,1
21,3.8043478260869565,214.97,1.02,119,30.25,0
21,4.156462585034014,48.68,1.09,534,21.72,0
15,4.5625,83.94,1.0,107,13.08,1
21,5.0,148.15,1.0,1,100.0,1
21,5.0,120.78,1.0,1,100.0,0
21,4.233870967741935,99.86,1.15,532,18.61,0
14,4.333333333333333,137.2,1.5,317,1.26,0
7,4.198257080610022,122.5,1.17,502,46.81,0
21,4.0,218.13,1.0,1,100.0,1
21,4.548387096774194,103.99,1.46,272,22.79,0
2,4.375,510.92,1.0,112,13.39,0
7,4.0,429.53,1.0,61,4.92,0
14,1.0,296.1,1.0,1,100.0,1
18,4.083333333333333,444.84,1.09,532,9.4,0
21,3.7723880597014925,155.61,1.19,563,29.84,0
14,4.6,120.37,1.25,48,8.33,0
7,4.75,226.39,1.0,87,4.6,0
21,3.625,310.4,1.14,32,18.75,0
21,3.38,94.45,1.52,287,10.1,1
21,5.0,98.34,1.0,1,100.0,1
18,4.0,119.68,1.0,147,2.04,0
14,5.0,108.6,1.0,1,100.0,1
7,3.7272727272727284,129.33,1.13,338,22.49,1
21,5.0,82.42,1.0,39,5.13,1
4,4.2,490.6,1.25,36,11.11,0
21,3.86046511627907,127.16,1.1,274,12.77,1
19,5.0,81.34,1.0,1,100.0,0
21,3.8157894736842106,235.79,1.09,249,12.45,0
14,5.0,1511.66,1.0,97,2.06,1
21,3.7662337662337664,132.35,1.28,456,22.15,0
18,5.0,487.38,1.0,1,100.0,1
21,3.5,116.62,1.0,100,2.0,1
19,5.0,190.98,1.0,1,100.0,1
21,5.0,219.27,1.0,1,100.0,1
15,4.6,593.29,3.12,354,2.26,1
15,5.0,175.09,1.0,1,100.0,0
21,3.3333333333333335,275.99,1.0,205,1.46,1
21,4.4375,248.57,1.14,118,11.02,0
21,4.220430107526882,212.08,1.16,462,25.54,0
15,4.142857142857143,88.79,1.17,16,31.25,1
12,4.164490861618799,253.76,1.14,227,71.37,0
14,3.6363636363636362,204.61,1.22,93,8.6,0
21,4.6,75.6,1.0,52,9.62,1
19,4.5,52.82,1.0,69,2.9,0
21,4.360824742268041,91.11,1.05,317,23.34,0
19,4.0625,179.9,1.14,239,5.44,0
21,4.2,79.97,1.0,32,12.5,0
14,3.6944444444444446,161.91,1.44,416,6.01,1
14,3.8461538461538463,181.08,1.18,161,10.56,1
18,1.0,55.95,1.0,1,100.0,1
21,4.642857142857143,193.59,1.08,52,25.0,0
19,4.022988505747127,109.65,1.13,114,42.11,0
14,4.55,147.86,1.11,185,9.73,0
21,4.108108108108108,245.08,1.12,376,8.51,0
21,4.0,157.3,1.0,1,100.0,1
21,4.0,234.4,1.0,1,100.0,0
21,4.666666666666667,32.06,1.5,4,50.0,0
21,4.142857142857143,131.59,1.17,559,8.77,0
21,4.157894736842105,248.69,1.31,176,14.77,1
14,3.5517241379310347,236.99,1.12,122,16.39,1
21,3.6666666666666665,103.72,1.5,67,2.99,1
21,4.333333333333333,267.23,1.19,433,9.24,0
19,5.0,127.49,2.5,15,13.33,0
18,5.0,162.85,1.0,1,100.0,1
21,4.625,140.99,1.0,63,11.11,0
21,4.333333333333333,66.44,1.0,18,16.67,1
21,4.5,86.27,1.11,116,7.76,1
21,5.0,217.0,1.0,1,100.0,1
21,5.0,928.7,1.0,1,100.0,1
15,3.8333333333333335,95.82,1.0,69,15.94,0
19,3.75,80.2,1.2,290,6.21,1
21,4.136363636363637,145.14,1.16,63,23.81,0
21,4.241379310344827,330.13,1.16,445,9.89,1
21,3.1666666666666665,484.47,3.0,177,4.52,0
14,4.5,191.74,1.17,107,11.21,0
21,4.147982062780269,84.58,1.13,226,53.1,1
21,4.8,3040.11,1.0,121,4.13,1
14,3.875,308.32,1.11,566,5.83,0
21,4.615384615384615,163.02,1.08,107,10.28,0
21,4.4,144.66,1.1,408,15.44,0
3,4.515151515151516,102.02,1.1,361,7.76,0
21,4.235294117647059,73.86,1.06,206,6.8,0
21,5.0,6929.31,1.0,1,100.0,1
21,4.333333333333333,468.61,1.0,20,15.0,0
21,3.375,102.01,1.14,76,9.21,0
21,3.3333333333333335,92.68,1.0,9,33.33,1
14,4.0,596.77,1.0,1,100.0,0
19,5.0,257.95,1.0,93,6.45,0
15,4.142857142857143,60.09,1.17,49,10.2,0
14,4.48,153.31,1.0,552,4.53,0
21,3.235294117647059,149.15,1.21,384,3.65,0
12,4.585365853658536,143.74,1.21,537,5.96,0
21,4.666666666666667,112.47,1.29,89,7.87,1
21,3.0,53.23,1.0,37,5.41,1
14,5.0,170.29,1.0,1,100.0,1
21,4.0,115.67,1.0,16,12.5,0
21,3.909090909090909,173.23,1.1,94,10.64,0
21,4.75,249.21,1.0,71,5.63,0
14,4.8,534.76,1.25,32,12.5,0
21,4.5,242.17,1.0,123,1.63,0
21,4.291666666666667,128.59,1.26,331,5.44,0
21,5.0,57.47,1.0,1,100.0,0
7,5.0,435.1,1.0,30,6.67,0
21,4.0,177.95,1.0,53,5.66,0
15,4.857142857142857,166.75,1.0,107,5.61,0
19,5.0,57.23,1.0,1,100.0,1
14,4.462264150943396,563.41,1.54,350,17.71,0
14,2.2,439.98,1.67,239,1.26,1
15,5.0,250.88,1.0,1,100.0,0
21,3.830188679245283,65.81,1.24,328,42.07,1
21,3.952,160.11,1.06,581,17.56,0
21,3.0,52.88,1.0,4,50.0,1
14,4.75,35.41,1.0,21,19.05,0
21,4.5,468.86,1.0,70,2.86,0
19,4.5,67.39,1.0,93,4.3,1
21,5.0,141.42,1.0,1,100.0,1
21,4.592592592592593,287.27,1.04,523,4.59,0
19,4.2,764.29,1.25,234,1.71,1
21,3.875,59.24,1.07,137,9.49,0
18,4.7,115.0,1.43,56,12.5,1
21,4.909090909090909,54.42,1.0,161,6.21,1
21,3.945205479452055,138.32,1.26,339,15.63,0
21,4.377777777777778,56.49,1.1,387,9.82,0
21,4.0,247.34,1.43,50,12.0,0
5,4.0,546.44,2.0,1,100.0,1
21,3.0833333333333335,158.33,1.0,117,7.69,1
21,5.0,28.29,1.0,1,100.0,1
21,4.28,44.07,1.19,495,4.04,0
21,4.285714285714286,594.08,1.0,172,4.07,0
21,5.0,111.28,2.0,1,100.0,1
19,5.0,144.47,1.0,1,100.0,1
19,5.0,267.45,1.25,29,13.79,0
7,5.0,34.1,1.0,1,100.0,1
21,3.140625,679.9,2.29,342,7.89,0
21,4.32,455.32,1.09,550,3.82,0
21,4.5,109.08,1.18,204,7.35,1
21,3.769230769230769,263.93,2.6,32,12.5,0
19,3.823529411764706,325.17,1.06,359,4.18,1
21,5.0,52.57,1.0,145,2.07,1
21,3.625,42.06,1.0,88,9.09,1
21,4.8,322.78,2.5,62,3.23,1
21,4.391304347826087,76.29,1.21,241,7.47,0
21,3.0,74.61,1.0,34,5.88,0
15,4.6,981.03,1.05,227,19.82,0
21,3.933333333333333,194.69,1.15,195,12.31,0
14,4.777777777777778,56.42,1.12,54,12.96,1
21,5.0,143.76,1.0,50,4.0,1
21,3.88,157.11,1.04,220,10.0,0
3,4.714285714285714,216.92,1.75,192,4.17,0
14,3.9450549450549453,192.64,1.14,147,39.46,1
21,4.32258064516129,230.42,1.03,137,20.44,0
21,4.4,122.33,1.11,85,10.59,0
21,3.3846153846153846,390.32,1.3,282,9.22,1
19,5.0,158.97,1.0,1,100.0,0
21,4.0,3009.53,1.0,1,100.0,1
21,5.0,169.32,1.0,3,66.67,0
21,4.466666666666667,243.52,1.36,259,8.49,0
21,3.888888888888889,303.89,1.06,283,10.95,0
15,3.75,293.04,1.0,38,10.53,0
21,4.202937249666222,102.33,1.17,546,63.74,0
14,5.0,222.1,1.0,1,100.0,1
7,3.6538461538461537,208.42,1.24,422,4.98,1
21,4.0,141.39,1.0,1,100.0,1
14,4.049056603773585,314.85,1.27,528,27.65,0
19,5.0,58.2,1.0,50,6.0,0
21,4.454545454545454,548.2,1.1,210,4.76,0
21,3.8717948717948723,75.62,1.21,580,18.79,0
21,4.333333333333333,24.44,1.0,34,8.82,0
21,4.277777777777778,31.0,1.0,50,34.0,0
21,3.5,161.04,1.0,4,50.0,0
19,4.0,119.12,1.0,18,16.67,1
19,4.75,170.03,1.33,129,2.33,0
21,3.8214285714285716,232.89,1.12,281,15.66,0
21,3.1875,486.3,1.78,178,5.06,0
21,3.5428571428571427,262.43,1.09,228,12.72,0
21,4.333333333333333,133.58,1.0,108,8.33,1
21,5.0,148.47,1.5,11,18.18,0
21,3.986031224322103,53.76,1.08,375,85.87,0
16,5.0,125.64,1.0,1,100.0,0
7,4.3,117.72,1.11,302,2.98,0
21,5.0,41.36,1.0,1,100.0,1
21,5.0,28.0,1.0,33,9.09,0
21,5.0,31.18,1.0,1,100.0,1
21,4.636363636363637,1097.98,1.22,456,1.97,1
1,5.0,53.15,1.0,1,100.0,1
21,3.909090909090909,356.86,1.0,280,3.93,0
21,3.888888888888889,45.17,1.42,178,9.55,0
21,4.625,147.7,1.0,82,9.76,0
12,5.0,346.27,1.0,1,100.0,1
21,2.3333333333333335,517.06,1.5,26,7.69,0
21,4.333333333333333,155.26,1.0,319,1.88,1
14,5.0,325.33,1.0,1,100.0,1
21,4.261363636363637,121.71,1.07,551,13.43,0
21,3.0,66.89,1.0,1,100.0,1
21,2.6666666666666665,100.69,1.0,44,6.82,1
15,3.0,92.78,1.0,1,100.0,1
21,1.5,188.6,3.0,195,1.03,0
21,3.033333333333333,465.74,1.76,539,3.15,0
21,1.6666666666666667,208.01,1.5,13,15.38,0
21,4.083333333333333,324.78,1.08,200,6.0,0
19,5.0,881.04,4.0,1,100.0,0
21,4.314285714285714,135.89,1.03,331,9.97,1
21,5.0,207.86,1.0,288,2.78,0
21,4.153153153153153,100.64,1.14,416,19.47,0
21,4.518518518518518,179.85,1.12,258,8.91,0
19,4.0,921.67,1.0,29,10.34,0
21,3.6744186046511627,534.56,1.34,492,6.3,0
14,4.666666666666667,563.97,1.5,5,40.0,1
21,3.176470588235294,70.71,1.13,40,17.5,0
21,4.555555555555555,582.77,3.0,51,5.88,1
15,4.446927374301676,522.56,1.08,327,39.14,0
21,5.0,58.28,1.0,1,100.0,0
21,3.0,84.24,1.0,1,100.0,1
21,3.5,371.99,1.33,52,11.54,0
3,5.0,195.65,1.0,362,1.66,0
14,3.6666666666666665,336.28,1.5,1,100.0,1
21,3.666666666666667,83.72,1.09,92,30.43,1
14,5.0,327.25,1.0,1,100.0,1
21,4.0,244.02,1.0,1,100.0,1
21,3.806451612903226,218.76,1.24,556,4.5,0
5,5.0,6726.66,1.0,1,100.0,1
21,4.333333333333333,425.49,1.5,15,13.33,0
19,4.390804597701149,576.01,1.06,540,13.89,0
21,3.25,88.65,1.0,43,9.3,1
21,4.5,60.11,1.0,561,0.71,0
21,3.396551724137931,803.77,2.64,351,6.27,0
15,4.368794326241135,169.92,1.1,283,32.51,0
15,4.0476190476190474,84.35,1.11,56,30.36,0
21,4.555555555555555,99.17,1.0,58,15.52,1
21,3.9525222551928785,52.25,1.08,576,38.72,0
21,4.0,90.48,1.33,32,9.38,0
19,3.659090909090909,157.9,1.02,259,13.13,0
7,4.8,217.32,1.0,82,6.1,1
15,4.0,262.1,1.0,1,100.0,1
21,4.192982456140351,96.84,1.24,484,8.68,0
4,4.4,194.53,1.0,107,4.67,0
21,4.1,144.93,1.0,253,11.46,1
21,4.0,313.43,1.0,1,100.0,1
19,3.6666666666666665,906.77,1.2,82,6.1,1
21,3.5,196.64,1.33,13,23.08,0
18,4.64,240.51,1.14,270,7.04,0
18,3.4444444444444446,4400.13,1.64,102,9.8,1
14,3.380952380952381,161.43,1.1,92,19.57,1
21,4.261363636363637,127.22,1.31,400,14.5,0
21,4.7272727272727275,100.13,1.0,145,6.9,1
21,3.6666666666666665,43.13,1.5,40,5.0,0
14,1.0,152.99,1.0,1,100.0,1
21,4.5,279.03,1.0,88,2.27,1
21,4.363636363636363,391.56,1.38,218,7.34,0
21,4.384615384615385,73.5,1.44,90,10.0,0
21,3.6666666666666665,240.32,1.07,140,19.29,1
19,4.0,205.38,1.0,2,100.0,1
21,4.525,186.2,1.11,465,7.31,0
21,3.6666666666666665,104.86,1.0,52,5.77,1
15,2.75,771.71,1.33,102,2.94,0
21,2.7,567.57,1.25,161,4.97,0
21,2.7777777777777777,2826.84,3.0,182,1.65,1
21,4.5,90.26,1.0,97,2.06,1
18,4.421052631578948,135.79,1.12,442,3.85,1
14,4.666666666666667,525.2,1.0,267,5.62,0
21,5.0,34.59,1.0,1,100.0,1
18,4.888888888888889,185.61,1.12,45,17.78,0
21,4.140350877192983,65.95,1.12,372,12.9,0
21,3.6666666666666665,71.85,1.12,114,6.14,0
21,4.25,940.52,1.0,206,1.94,1
21,5.0,623.9,1.0,8,25.0,1
21,4.333333333333333,996.45,1.12,516,1.55,0
21,4.032258064516129,78.32,1.15,297,40.07,0
14,4.5,88.97,1.0,2,100.0,1
19,5.0,219.06,1.0,1,100.0,1
21,4.091836734693878,128.43,1.05,397,19.65,0
7,5.0,169.0,1.0,1,100.0,1
7,5.0,216.6,1.0,1,100.0,1
21,4.7,2574.91,3.33,268,3.36,0
4,3.0,109.91,2.43,106,5.66,1
14,5.0,78.01,1.0,1,100.0,1
18,2.5,128.77,1.0,4,50.0,0
21,4.555555555555555,468.25,1.0,96,9.38,0
21,4.0,37.8,1.0,147,4.08,1
21,5.0,28.29,1.0,1,100.0,1
19,5.0,131.39,1.0,140,1.43,0
3,4.212121212121212,158.72,1.15,525,14.29,0
21,4.266666666666667,121.91,1.0,118,12.71,0
21,3.930232558139535,73.67,1.16,249,24.5,0
21,5.0,163.55,1.0,13,15.38,0
21,3.857142857142857,49.88,1.17,78,7.69,1
21,4.333333333333333,94.84,1.08,332,6.93,1
14,4.333333333333333,113.51,1.2,475,2.11,1
21,2.0,251.48,2.0,1,100.0,1
21,4.9,335.75,1.0,423,2.36,0
21,3.125,146.42,1.6,261,1.92,0
21,3.917874396135266,150.25,1.12,560,26.25,0
14,3.8524590163934422,179.01,1.26,190,48.42,0
21,3.5730337078651684,112.22,1.11,91,54.95,0
21,4.684210526315789,86.33,1.06,291,5.15,0
21,3.80672268907563,46.49,1.11,190,36.32,1
14,3.909090909090909,351.36,1.22,238,7.56,1
21,4.75,126.78,1.0,36,11.11,0
21,4.565217391304348,204.98,1.1,495,4.24,0
18,1.0,1219.0,2.0,1,100.0,1
21,4.3076923076923075,65.17,1.08,68,17.65,0
21,3.5833333333333335,198.72,1.26,143,12.59,1
21,4.289256198347108,529.67,1.07,509,19.65,0
21,4.0476190476190474,34.44,1.11,311,5.79,0
21,3.4545454545454546,202.01,1.1,42,16.67,1
21,4.1875,143.49,1.0,221,6.79,1
19,4.090909090909091,198.83,1.22,141,6.38,1
15,5.0,468.8,1.0,1,100.0,1
21,3.6666666666666665,1624.79,1.0,167,1.8,1
21,4.521739130434782,134.57,1.05,90,21.11,1
21,4.133333333333334,134.68,1.15,341,7.62,0
21,4.142857142857143,107.0,1.4,157,3.18,0
7,4.411764705882353,837.21,1.06,212,14.15,0
21,3.8214285714285716,332.19,1.65,276,5.8,1
19,4.0,121.87,1.0,32,12.5,1
21,3.0,133.23,1.0,125,1.6,1
14,4.533333333333333,208.73,1.03,438,6.39,1
21,4.290909090909091,210.23,1.22,329,11.55,0
21,3.5,152.0,1.0,220,0.91,1
21,4.5,215.04,1.0,49,4.08,0
21,4.592592592592593,243.25,1.12,569,4.22,0
21,3.36,205.57,1.04,226,8.85,0
14,4.2375,136.64,1.36,508,10.83,0
21,4.444444444444445,200.58,1.8,59,8.47,1
7,4.183673469387755,171.1,1.11,506,8.5,0
21,4.220408163265306,405.14,1.12,392,39.54,0
21,3.0,77.75,1.0,1,100.0,1
21,3.863013698630137,64.15,1.09,255,23.14,0
14,4.428571428571429,426.7,1.0,260,2.69,1
21,4.147286821705426,120.46,1.12,509,19.65,0
19,4.1,114.48,1.0,421,2.38,0
15,3.707070707070707,99.85,1.12,521,15.93,0
21,4.306930693069307,86.35,1.13,390,11.54,0
21,3.3333333333333335,180.35,1.0,114,2.63,0
21,5.0,60.57,1.0,313,1.92,1
21,4.258666666666667,115.26,1.14,578,62.98,0
21,5.0,238.51,1.5,122,1.64,1
7,5.0,106.39,1.0,1,100.0,1
14,5.0,89.46,1.0,1,100.0,1
21,3.8260869565217392,124.82,1.15,204,8.82,0
21,4.35,795.11,1.0,558,3.58,0
21,4.6,45.12,1.0,189,2.65,0
21,3.6500000000000004,373.03,1.31,432,3.7,0
19,2.933333333333333,353.93,1.5,279,3.23,0
21,5.0,149.18,1.5,113,1.77,1
21,3.0,455.99,1.25,157,2.55,0
21,4.777777777777778,86.56,1.0,53,16.98,0
15,4.5,416.58,1.0,3,66.67,0
21,5.0,29.2,1.0,1,100.0,1
21,4.571428571428571,63.28,1.0,263,2.66,1
19,4.016949152542373,183.66,1.15,577,8.15,0
