,media_produtos_por_pedido,media_valor_pedido_sem_frete,dias_atividade,cluster
1906,1.0,22.0,1,0
1907,1.0,63.0,130,0
1908,1.29,60.07,111,0
1909,1.0,60.0,1,0
1910,2.75,204.0,118,0
1911,1.0,78.18,212,0
1912,1.08,107.85,229,0
1913,1.0,234.31,277,1
1914,1.0,58.0,36,0
1915,1.09,119.47,532,1
1916,1.2,101.6,433,1
1917,1.0,50.2,339,1
1918,1.33,63.78,474,1
1919,1.0,62.5,6,0
1920,1.17,36.5,185,0
1921,1.0,75.83,250,0
1922,1.03,85.97,520,1
1923,1.0,90.0,1,0
1924,1.75,83.75,40,0
1925,1.0,147.0,33,0
1926,1.0,80.0,1,0
1927,1.0,225.0,175,0
1928,1.0,309.08,200,0
1929,1.0,58.44,107,0
1930,1.14,201.21,178,0
1931,1.22,111.0,93,0
1932,1.0,67.0,26,0
1933,1.07,101.82,531,1
1934,1.33,51.17,67,0
1935,1.02,77.69,562,1
1936,1.12,62.08,114,0
1937,1.03,185.03,383,1
1938,1.12,157.69,195,0
1939,1.06,262.71,359,1
1940,1.0,154.69,112,0
1941,1.0,123.5,131,0
1942,1.12,75.59,405,1
1943,2.83,405.5,294,1
1944,1.0,50.0,1,0
1945,1.0,1614.0,319,2
1946,1.0,81.75,24,0
1947,1.2,114.58,257,0
1948,2.0,134.0,92,0
1949,1.09,65.01,508,1
1950,1.25,195.0,196,0
1951,1.0,73.5,10,0
1952,1.17,86.67,98,0
1953,1.72,384.11,225,0
1954,1.0,213.33,187,0
1955,1.0,30.0,79,0
1956,1.18,115.51,208,0
1957,1.08,76.45,509,1
1958,1.06,111.82,313,1
1959,1.23,131.18,681,1
1960,1.0,1299.0,1,2
1961,1.0,322.33,14,0
1962,1.0,19.67,38,0
1963,1.11,503.11,113,0
1964,1.04,244.17,681,1
1965,1.0,596.67,123,0
1966,1.0,89.92,114,0
1967,1.62,148.5,319,1
1968,1.2,115.27,326,1
1969,2.0,780.0,1,0
1970,1.0,100.0,281,1
1971,1.22,146.42,689,1
1972,1.0,64.8,272,1
1973,1.13,78.53,123,0
1974,1.0,28.67,219,0
1975,1.56,152.04,414,1
1976,1.0,43.75,83,0
1977,1.0,47.0,64,0
1978,2.75,742.5,386,1
1979,1.29,50.96,313,1
1980,1.09,52.29,688,1
1981,1.02,57.3,256,0
1982,1.26,65.61,190,0
1983,1.0,921.83,167,0
1984,1.0,147.12,151,0
1985,1.0,55.8,49,0
1986,1.25,115.84,360,1
1987,1.09,78.0,664,1
1988,1.0,240.0,1,0
1989,1.0,153.71,257,0
1990,1.4,261.0,207,0
1991,1.0,1930.67,190,2
1992,1.03,107.74,530,1
1993,2.5,150.0,109,0
1994,1.17,158.04,239,0
1995,1.09,149.0,507,1
1996,1.17,68.17,373,1
1997,1.0,52.0,143,0
1998,1.5,42.0,6,0
1999,1.0,90.0,1,0
2000,1.0,140.0,116,0
2001,1.2,34.0,236,0
2002,1.0,22.38,272,1
2003,1.01,144.89,403,1
2004,1.67,126.83,113,0
2005,1.14,49.29,143,0
2006,1.17,174.22,475,1
2007,1.04,96.05,581,1
2008,1.0,43.23,170,0
2009,1.16,40.84,142,0
2010,1.0,49.0,1,0
2011,1.0,17.0,1,0
2012,1.08,250.35,537,1
2013,1.23,55.41,154,0
2014,1.0,118.33,64,0
2015,1.17,132.83,159,0
2016,1.08,90.18,355,1
2017,1.39,69.76,561,1
2018,1.04,577.17,87,0
2019,1.27,135.27,355,1
2020,1.0,173.42,226,0
2021,1.0,28.0,1,0
2022,1.04,914.28,225,0
2023,1.0,180.25,56,0
2024,1.0,264.5,67,0
2025,1.03,292.72,435,1
2026,4.0,160.0,1,0
2027,1.0,134.83,106,0
2028,1.0,33.0,34,0
2029,1.0,220.33,91,0
2030,1.12,254.31,349,1
2031,1.0,92.59,420,1
2032,1.5,157.4,304,1
2033,1.09,66.11,327,1
2034,1.0,585.67,133,0
2035,1.17,95.0,158,0
2036,1.07,121.13,189,0
2037,1.0,49.33,26,0
2038,1.0,39.36,224,0
2039,1.02,125.05,319,1
2040,1.06,130.94,138,0
2041,1.24,65.16,428,1
2042,2.0,195.0,1,0
2043,1.0,276.2,198,0
2044,1.0,120.0,212,0
2045,1.0,220.86,50,0
2046,1.0,129.5,134,0
2047,1.5,259.0,244,0
2048,1.14,123.9,422,1
2049,1.11,141.88,261,0
2050,1.31,228.38,432,1
2051,1.0,24.0,1,0
2052,1.33,102.67,51,0
2053,1.05,32.43,375,1
2054,1.6,124.6,83,0
2055,1.0,217.89,141,0
2056,3.0,570.0,1,0
2057,1.0,140.0,319,1
2058,1.12,88.35,310,1
2059,1.0,464.0,86,0
2060,1.06,209.26,163,0
2061,1.0,136.92,106,0
2062,1.8,143.4,120,0
2063,1.14,60.88,680,1
2064,1.05,193.21,234,0
2065,1.0,85.0,73,0
2066,1.0,33.0,1,0
2067,3.0,31.5,1,0
2068,1.03,91.28,498,1
2069,1.0,40.0,12,0
2070,1.0,922.5,516,1
2071,1.0,80.0,1,0
2072,1.14,140.6,479,1
2073,1.54,312.54,149,0
2074,1.17,225.83,411,1
2075,1.0,200.4,84,0
2076,1.08,53.04,584,1
2077,1.04,134.62,336,1
2078,1.71,58.14,197,0
2079,1.0,247.5,100,0
2080,1.0,100.0,18,0
2081,1.0,41.17,29,0
2082,1.0,30.73,162,0
2083,1.0,30.0,127,0
2084,1.03,1687.67,285,2
2085,1.0,150.0,1,0
2086,1.06,56.33,566,1
2087,1.0,153.0,57,0
2088,1.05,125.93,308,1
2089,1.5,45.0,43,0
2090,1.09,95.27,102,0
2091,1.1,22.71,83,0
2092,1.09,46.64,462,1
2093,1.0,40.0,9,0
2094,1.11,52.93,484,1
2095,1.0,220.0,315,1
2096,1.0,51.5,138,0
2097,2.36,97.45,135,0
2098,1.0,64.0,1,0
2099,1.0,67.67,34,0
2100,1.0,55.0,1,0
2101,1.14,86.43,226,0
2102,1.0,30.0,50,0
2103,1.43,34.86,399,1
2104,1.07,123.2,462,1
2105,1.01,122.17,572,1
2106,1.0,210.17,226,0
2107,1.0,20.0,1,0
2108,1.12,102.68,565,1
2109,1.0,86.0,401,1
2110,1.5,53.0,218,0
2111,1.0,70.0,161,0
2112,1.0,20.0,1,0
2113,1.0,399.0,112,0
2114,1.16,58.78,285,1
2115,1.0,65.0,1,0
2116,1.0,30.0,1,0
2117,1.0,64.38,169,0
2118,1.0,248.0,1,0
2119,1.0,796.0,85,0
2120,1.0,130.0,1,0
2121,1.0,102.71,335,1
2122,1.0,167.0,217,0
2123,1.0,83.3,280,1
2124,1.0,47.0,1,0
2125,1.0,483.0,93,0
2126,1.0,26.0,1,0
2127,1.0,36.5,412,1
2128,1.15,222.76,411,1
2129,1.2,110.0,75,0
2130,1.0,69.0,80,0
2131,1.0,52.38,136,0
2132,1.17,112.17,365,1
2133,2.67,40.67,38,0
2134,1.14,88.86,95,0
2135,1.0,80.0,91,0
2136,1.0,22.0,1,0
2137,1.24,69.14,690,1
2138,1.02,57.0,385,1
2139,1.04,158.21,572,1
2140,1.0,19.95,311,1
2141,1.13,72.0,152,0
2142,1.0,54.0,1,0
2143,1.0,59.0,1,0
2144,1.05,30.26,576,1
2145,1.05,63.36,588,1
2146,1.08,152.58,553,1
2147,1.11,133.89,442,1
2148,1.17,162.0,189,0
2149,1.0,50.0,1,0
2150,1.1,66.49,519,1
2151,1.03,86.46,587,1
2152,1.11,80.56,163,0
2153,1.06,200.68,505,1
2154,1.13,74.79,459,1
2155,1.0,164.67,362,1
2156,1.0,254.33,256,0
2157,1.05,170.78,681,1
2158,1.0,50.0,1,0
2159,1.0,168.0,1,0
2160,1.33,98.67,478,1
2161,1.0,179.0,1,0
2162,1.2,160.6,186,0
2163,1.0,408.0,273,1
2164,1.0,92.5,33,0
2165,1.11,124.22,248,0
2166,1.08,259.17,327,1
2167,1.0,130.67,178,0
2168,1.0,75.0,1,0
2169,1.15,65.38,573,1
2170,1.0,289.67,207,0
2171,1.14,33.86,336,1
2172,1.0,200.0,36,0
2173,1.0,44.5,426,1
2174,1.33,252.0,94,0
2175,1.0,46.5,561,1
2176,1.41,48.54,296,1
2177,1.06,148.66,353,1
2178,1.0,559.0,1,0
2179,1.0,78.0,7,0
2180,1.0,35.33,39,0
2181,1.0,20.0,1,0
2182,1.22,177.04,394,1
2183,1.0,188.0,5,0
2184,1.0,90.0,1,0
2185,2.0,98.0,1,0
2186,1.0,115.0,1,0
2187,1.57,53.9,425,1
2188,1.17,337.83,165,0
2189,1.11,44.89,134,0
2190,1.3,283.04,502,1
2191,1.1,161.03,480,1
2192,1.0,25.0,15,0
2193,1.12,72.78,476,1
2194,1.0,35.0,160,0
2195,1.33,36.0,88,0
2196,1.0,79.0,98,0
2197,1.0,72.14,386,1
2198,1.08,62.77,544,1
2199,1.14,100.95,313,1
2200,1.0,790.0,1,0
2201,1.25,60.91,401,1
2202,1.06,81.99,570,1
2203,1.5,15.0,8,0
2204,1.2,79.73,561,1
2205,1.09,118.09,681,1
2206,1.0,392.5,18,0
2207,1.0,75.83,248,0
2208,1.23,36.63,253,0
2209,1.0,11.0,1,0
2210,1.0,110.0,85,0
2211,1.0,213.6,206,0
2212,1.0,11.0,1,0
2213,1.0,355.0,1,0
2214,1.2,125.61,524,1
2215,1.0,64.75,228,0
2216,1.06,174.65,362,1
2217,1.0,159.91,362,1
2218,1.11,43.22,281,1
2219,1.5,84.0,63,0
2220,1.04,120.75,112,0
2221,1.48,30.39,385,1
2222,1.0,140.0,189,0
2223,1.04,224.28,532,1
2224,1.06,778.19,252,0
2225,1.0,59.09,278,1
2226,1.19,65.49,415,1
2227,1.02,138.77,567,1
2228,1.0,186.67,53,0
2229,1.0,29.5,220,0
2230,1.0,54.5,481,1
2231,1.0,485.0,131,0
2232,1.0,55.0,1,0
2233,1.0,459.32,494,1
2234,1.0,6.0,29,0
2235,1.15,86.21,338,1
2236,1.08,244.41,384,1
2237,1.0,143.08,173,0
2238,1.0,324.0,35,0
2239,1.0,102.0,538,1
2240,1.15,119.8,317,1
2241,1.0,181.27,327,1
2242,1.29,51.43,112,0
2243,1.11,233.47,474,1
2244,1.33,389.33,102,0
2245,1.03,100.94,489,1
2246,1.09,127.36,92,0
2247,1.0,70.5,17,0
2248,1.06,114.15,525,1
2249,1.14,50.57,118,0
2250,1.06,103.95,550,1
2251,1.0,40.0,1,0
2252,1.26,200.44,677,1
2253,1.14,118.93,370,1
2254,1.0,70.0,511,1
2255,1.0,45.0,260,0
2256,1.02,128.54,553,1
2257,1.0,16.0,1,0
2258,1.04,75.5,434,1
2259,1.0,687.0,1,0
2260,1.0,84.67,44,0
2261,1.14,413.86,460,1
2262,1.41,54.41,479,1
2263,1.02,92.42,320,1
2264,1.0,50.5,219,0
2265,1.0,89.5,140,0
2266,1.13,55.26,129,0
2267,1.1,33.42,187,0
2268,1.0,139.56,98,0
2269,1.0,260.0,1,0
2270,1.0,255.0,154,0
2271,1.25,50.0,132,0
2272,1.0,185.0,165,0
2273,1.3,130.85,297,1
2274,1.0,35.14,77,0
2275,1.2,139.2,143,0
2276,1.0,195.11,256,0
2277,1.0,116.56,108,0
2278,1.0,61.0,81,0
2279,1.05,95.49,445,1
2280,1.02,603.98,262,0
2281,1.33,337.47,347,1
2282,1.0,99.0,48,0
2283,1.1,160.07,510,1
2284,1.25,196.75,86,0
2285,1.19,135.81,259,0
2286,1.35,71.78,683,1
2287,1.04,39.54,257,0
2288,1.27,150.07,336,1
2289,1.5,40.0,70,0
2290,1.0,110.0,87,0
2291,1.1,112.07,486,1
2292,1.07,24.32,534,1
2293,1.14,118.14,238,0
2294,1.18,73.29,175,0
2295,1.07,94.36,225,0
2296,1.0,87.44,178,0
2297,1.0,120.33,79,0
2298,1.07,69.0,360,1
2299,1.45,110.65,194,0
2300,1.02,211.97,384,1
2301,1.33,209.83,81,0
2302,1.0,238.37,406,1
2303,1.0,40.0,6,0
2304,1.0,175.0,85,0
2305,1.11,158.11,143,0
2306,1.75,71.75,74,0
2307,1.0,340.0,281,1
2308,1.0,596.0,8,0
2309,1.0,163.33,91,0
2310,1.0,21.25,218,0
2311,1.0,93.0,3,0
2312,1.08,76.11,578,1
2313,1.0,132.57,273,1
2314,1.0,87.11,209,0
2315,1.0,25.62,247,0
2316,2.33,350.0,177,0
2317,1.15,75.31,374,1
2318,1.0,650.0,223,0
2319,1.0,1699.0,1,2
2320,1.02,71.64,346,1
2321,1.43,152.21,441,1
2322,1.0,199.0,1,0
2323,1.0,20.0,1,0
2324,1.0,6499.0,1,2
2325,1.03,87.92,124,0
2326,1.07,27.17,220,0
2327,1.14,98.53,389,1
2328,1.0,16.0,1,0
2329,1.12,163.7,228,0
2330,1.0,78.0,1,0
2331,1.0,264.0,1,0
2332,1.0,165.0,1,0
2333,1.05,101.89,577,1
2334,1.08,77.92,333,1
2335,1.0,207.75,283,1
2336,1.0,31.0,238,0
2337,1.25,90.5,104,0
2338,1.0,100.0,6,0
2339,1.0,122.0,116,0
2340,1.0,50.0,80,0
2341,1.0,161.07,473,1
2342,1.0,20.0,1,0
2343,1.0,89.83,310,1
2344,1.0,92.78,281,1
2345,1.0,181.0,106,0
2346,1.0,89.0,1,0
2347,1.15,134.81,568,1
2348,1.0,120.0,1,0
2349,1.83,344.17,111,0
2350,1.0,49.0,1,0
2351,1.36,78.14,158,0
2352,1.25,37.62,281,1
2353,1.29,102.79,576,1
2354,1.0,411.0,219,0
2355,1.12,98.5,90,0
2356,1.12,69.44,301,1
2357,1.0,67.83,266,1
2358,2.0,56.0,1,0
2359,1.0,252.71,106,0
2360,1.1,142.9,130,0
2361,1.0,103.47,505,1
2362,1.12,101.5,301,1
2363,1.0,191.25,250,0
2364,1.0,137.0,1,0
2365,1.0,98.07,93,0
2366,1.27,39.89,227,0
2367,1.0,209.0,1,0
2368,1.13,169.09,462,1
2369,1.0,131.0,17,0
2370,1.0,524.0,209,0
2371,1.0,238.0,91,0
2372,2.0,102.0,14,0
2373,1.0,104.77,77,0
2374,1.04,132.31,324,1
2375,1.0,17.5,254,0
2376,1.0,235.0,1,0
2377,1.0,187.97,137,0
2378,1.1,72.3,80,0
2379,1.0,34.5,99,0
2380,1.12,153.41,394,1
2381,1.0,273.5,176,0
2382,1.0,35.0,1,0
2383,1.83,104.83,41,0
2384,1.15,129.09,107,0
2385,1.05,22.49,467,1
2386,1.17,203.17,166,0
2387,1.0,50.67,15,0
2388,1.05,67.15,158,0
2389,4.0,1736.0,60,2
2390,1.0,95.0,98,0
2391,1.0,45.0,1,0
2392,1.14,44.29,183,0
2393,1.14,170.43,241,0
2394,1.19,312.75,241,0
2395,1.0,73.0,118,0
2396,1.14,146.86,81,0
2397,1.0,257.71,192,0
2398,1.0,84.33,89,0
2399,1.0,451.0,215,0
2400,1.0,164.0,2,0
2401,1.57,191.07,246,0
2402,1.05,93.82,90,0
2403,1.09,125.95,284,1
2404,1.0,111.38,424,1
2405,1.23,242.59,398,1
2406,1.0,582.33,255,0
2407,1.17,58.65,253,0
2408,1.0,160.28,221,0
2409,1.2,188.7,580,1
2410,1.0,177.78,308,1
2411,1.0,68.83,554,1
2412,1.0,14.0,1,0
2413,1.17,76.19,655,1
2414,1.5,87.5,52,0
2415,1.05,75.25,454,1
2416,1.33,177.3,336,1
2417,1.11,86.0,175,0
2418,1.0,91.0,18,0
2419,1.0,2432.33,66,2
2420,1.14,127.18,161,0
2421,1.0,84.0,1,0
2422,1.08,152.08,251,0
2423,1.11,600.0,174,0
2424,1.07,95.41,250,0
2425,1.08,103.5,140,0
2426,1.19,42.47,462,1
2427,1.0,17.2,285,1
2428,1.56,502.56,249,0
2429,1.0,67.5,209,0
2430,1.0,34.22,79,0
2431,1.0,297.5,137,0
2432,2.25,124.32,342,1
2433,1.0,143.12,297,1
2434,1.0,317.8,463,1
2435,1.0,162.33,54,0
2436,1.0,22.0,1,0
2437,1.29,55.43,285,1
2438,1.45,189.55,94,0
2439,1.0,709.0,474,1
2440,1.0,1635.4,117,2
2441,1.33,447.33,108,0
2442,1.0,84.93,178,0
2443,1.0,320.0,112,0
2444,1.06,68.34,88,0
2445,1.12,243.92,405,1
2446,1.5,110.0,122,0
2447,1.04,11.52,547,1
2448,1.0,115.71,132,0
2449,1.0,64.0,242,0
2450,1.4,141.47,164,0
2451,1.0,261.33,205,0
2452,1.05,96.79,586,1
2453,1.0,100.0,1,0
2454,1.0,40.0,69,0
2455,1.06,69.39,416,1
2456,1.0,301.41,117,0
2457,1.0,48.0,80,0
2458,1.19,216.48,544,1
2459,1.03,396.4,592,1
2460,1.03,65.27,347,1
2461,1.78,229.22,178,0
2462,1.0,35.0,1,0
2463,1.0,79.5,60,0
2464,1.02,173.25,555,1
2465,1.11,200.44,91,0
2466,1.0,387.0,93,0
2467,1.0,75.0,1,0
2468,1.2,88.43,579,1
